t,theta_ts,theta_dot_ts,u_ts,theta_base,u_base,w1,w2
0.19000,1.43423,2.78443,-0.84459,1.62358,-0.90228,0.00633,0.99367
0.19500,1.44762,2.67756,-0.88104,1.64019,-0.91853,0.00633,0.99367
0.20000,1.46046,2.56885,-0.89648,1.65618,-0.93400,0.00633,0.99367
0.20500,1.47278,2.46311,-0.88778,1.67156,-0.94431,0.00633,0.99367
0.21000,1.48460,2.36401,-0.86046,1.68632,-0.94713,0.00633,0.99367
0.21500,1.49596,2.27319,-0.82461,1.70048,-0.94195,0.00633,0.99367
0.22000,1.50691,2.19018,-0.79047,1.71406,-0.92968,0.00633,0.99367
0.22500,1.51748,2.11315,-0.76515,1.72707,-0.91215,0.00633,0.99367
0.23000,1.52768,2.03975,-0.75114,1.73955,-0.89155,0.00633,0.99367
0.23500,1.53752,1.96801,-0.74678,1.75152,-0.87001,0.00633,0.99367
0.24000,1.54700,1.89680,-0.74785,1.76300,-0.84928,0.00633,0.99367
0.24500,1.55613,1.82598,-0.74962,1.77401,-0.83056,0.00633,0.99367
0.25000,1.56491,1.75612,-0.74847,1.78459,-0.81448,0.00633,0.99367
0.25500,1.57335,1.68810,-0.74276,1.79473,-0.80113,0.00633,0.99367
0.26000,1.58147,1.62276,-0.73283,1.80446,-0.79019,0.00633,0.99367
0.26500,1.58927,1.56055,-0.72035,1.81379,-0.78111,0.00633,0.99367
0.27000,1.59678,1.50154,-0.70745,1.82273,-0.77326,0.00633,0.99367
0.27500,1.60400,1.44541,-0.69591,1.83129,-0.76599,0.00633,0.99367
0.28000,1.61096,1.39167,-0.68668,1.83948,-0.75883,0.00633,0.99367
0.28500,1.61766,1.33981,-0.67981,1.84731,-0.75142,0.00633,0.99367
0.29000,1.62411,1.28948,-0.67464,1.85478,-0.74360,0.00633,0.99367
0.29500,1.63031,1.24050,-0.67022,1.86192,-0.73535,0.00633,0.99367
0.30000,1.63628,1.19288,-0.66570,1.86873,-0.72677,0.00633,0.99367
0.30500,1.64201,1.14674,-0.66052,1.87523,-0.71802,0.00633,0.99367
0.31000,1.64752,1.10221,-0.65457,1.88141,-0.70927,0.00633,0.99367
0.31500,1.65282,1.05938,-0.64808,1.88730,-0.70070,0.00633,0.99367
0.32000,1.65791,1.01827,-0.64144,1.89291,-0.69244,0.00633,0.99367
0.32500,1.66280,0.97880,-0.63505,1.89824,-0.68458,0.00633,0.99367
0.33000,1.66751,0.94087,-0.62918,1.90330,-0.67716,0.00633,0.99367
0.33500,1.67203,0.90431,-0.62394,1.90811,-0.67017,0.00633,0.99367
0.34000,1.67637,0.86902,-0.61923,1.91267,-0.66356,0.00633,0.99367
0.34500,1.68055,0.83491,-0.61489,1.91699,-0.65730,0.00633,0.99367
0.35000,1.68456,0.80192,-0.61072,1.92107,-0.65131,0.00633,0.99367
0.35500,1.68841,0.77005,-0.60658,1.92493,-0.64553,0.00633,0.99367
0.36000,1.69210,0.73930,-0.60240,1.92857,-0.63994,0.00633,0.99367
0.36500,1.69565,0.70965,-0.59818,1.93200,-0.63449,0.00633,0.99367
0.37000,1.69906,0.68109,-0.59400,1.93523,-0.62916,0.00633,0.99367
0.37500,1.70233,0.65358,-0.58993,1.93825,-0.62397,0.00633,0.99367
0.38000,1.70546,0.62709,-0.58604,1.94109,-0.61890,0.00633,0.99367
0.38500,1.70847,0.60156,-0.58236,1.94374,-0.61397,0.00633,0.99367
0.39000,1.71135,0.57694,-0.57889,1.94621,-0.60919,0.00633,0.99367
0.39500,1.71412,0.55318,-0.57560,1.94851,-0.60458,0.00633,0.99367
0.40000,1.71677,0.53026,-0.57244,1.95064,-0.60013,0.00633,0.99367
0.40500,1.71931,0.50814,-0.56939,1.95261,-0.59585,0.00633,0.99367
0.41000,1.72175,0.48679,-0.56641,1.95442,-0.59174,0.00633,0.99367
0.41500,1.72408,0.46621,-0.56349,1.95609,-0.58779,0.00633,0.99367
0.42000,1.72631,0.44637,-0.56065,1.95760,-0.58399,0.00633,0.99367
0.42500,1.72844,0.42724,-0.55790,1.95898,-0.58034,0.00633,0.99367
0.43000,1.73049,0.40881,-0.55524,1.96022,-0.57683,0.00633,0.99367
0.43500,1.73244,0.39103,-0.55269,1.96132,-0.57345,0.00633,0.99367
0.44000,1.73431,0.37389,-0.55024,1.96230,-0.57019,0.00633,0.99367
0.44500,1.73610,0.35737,-0.54790,1.96316,-0.56704,0.00633,0.99367
0.45000,1.73781,0.34143,-0.54565,1.96389,-0.56401,0.00633,0.99367
0.45500,1.73944,0.32605,-0.54348,1.96451,-0.56109,0.00633,0.99367
0.46000,1.74099,0.31122,-0.54138,1.96502,-0.55827,0.00633,0.99367
0.46500,1.74248,0.29692,-0.53935,1.96542,-0.55556,0.00633,0.99367
0.47000,1.74389,0.28313,-0.53738,1.96572,-0.55295,0.00633,0.99367
0.47500,1.74524,0.26984,-0.53548,1.96592,-0.55044,0.00633,0.99367
0.48000,1.74653,0.25702,-0.53365,1.96602,-0.54803,0.00633,0.99367
0.48500,1.74775,0.24466,-0.53189,1.96602,-0.54571,0.00633,0.99367
0.49000,1.74892,0.23275,-0.53019,1.96593,-0.54349,0.00633,0.99367
0.49500,1.75002,0.22126,-0.52856,1.96576,-0.54135,0.00633,0.99367
0.50000,1.75107,0.21018,-0.52698,1.96550,-0.53930,0.00633,0.99367
0.50500,1.75207,0.19949,-0.52547,1.96516,-0.53733,0.00633,0.99367
0.51000,1.75302,0.18919,-0.52401,1.96474,-0.53544,0.00633,0.99367
0.51500,1.75391,0.17925,-0.52260,1.96425,-0.53363,0.00633,0.99367
0.52000,1.75476,0.16967,-0.52124,1.96368,-0.53190,0.00633,0.99367
0.52500,1.75556,0.16043,-0.51993,1.96304,-0.53023,0.00633,0.99367
0.53000,1.75632,0.15153,-0.51866,1.96233,-0.52864,0.00633,0.99367
0.53500,1.75704,0.14294,-0.51745,1.96155,-0.52711,0.00633,0.99367
0.54000,1.75771,0.13466,-0.51628,1.96071,-0.52564,0.00633,0.99367
0.54500,1.75834,0.12667,-0.51515,1.95980,-0.52424,0.00633,0.99367
0.55000,1.75894,0.11897,-0.51406,1.95884,-0.52290,0.00633,0.99367
0.55500,1.75949,0.11155,-0.51301,1.95782,-0.52161,0.00633,0.99367
0.56000,1.76002,0.10439,-0.51201,1.95674,-0.52039,0.00633,0.99367
0.56500,1.76050,0.09749,-0.51104,1.95561,-0.51922,0.00633,0.99367
0.57000,1.76096,0.09084,-0.51010,1.95443,-0.51810,0.00633,0.99367
0.57500,1.76138,0.08442,-0.50920,1.95319,-0.51703,0.00633,0.99367
0.58000,1.76177,0.07823,-0.50833,1.95191,-0.51601,0.00633,0.99367
0.58500,1.76213,0.07227,-0.50750,1.95058,-0.51504,0.00633,0.99367
0.59000,1.76247,0.06651,-0.50669,1.94921,-0.51411,0.00633,0.99367
0.59500,1.76277,0.06097,-0.50592,1.94779,-0.51323,0.00633,0.99367
0.60000,1.76305,0.05562,-0.50518,1.94633,-0.51239,0.00633,0.99367
0.60500,1.76330,0.05047,-0.50446,1.94483,-0.51159,0.00633,0.99367
0.61000,1.76353,0.04550,-0.50377,1.94329,-0.51084,0.00633,0.99367
0.61500,1.76373,0.04070,-0.50311,1.94171,-0.51012,0.00633,0.99367
0.62000,1.76391,0.03608,-0.50247,1.94009,-0.50943,0.00633,0.99367
0.62500,1.76407,0.03163,-0.50185,1.93844,-0.50878,0.00633,0.99367
0.63000,1.76421,0.02733,-0.50126,1.93676,-0.50817,0.00633,0.99367
0.63500,1.76432,0.02319,-0.50069,1.93504,-0.50759,0.00633,0.99367
0.64000,1.76442,0.01920,-0.50015,1.93329,-0.50704,0.00633,0.99367
0.64500,1.76450,0.01535,-0.49962,1.93152,-0.50652,0.00633,0.99367
0.65000,1.76455,0.01164,-0.49912,1.92971,-0.50603,0.00633,0.99367
0.65500,1.76459,0.00806,-0.49863,1.92787,-0.50557,0.00633,0.99367
0.66000,1.76462,0.00461,-0.49816,1.92601,-0.50514,0.00633,0.99367
0.66500,1.76462,0.00128,-0.49771,1.92412,-0.50473,0.00633,0.99367
0.67000,1.76461,-0.00192,-0.49728,1.92220,-0.50435,0.00633,0.99367
0.67500,1.76459,-0.00501,-0.49687,1.92026,-0.50400,0.00633,0.99367
0.68000,1.76455,-0.00799,-0.49647,1.91830,-0.50366,0.00633,0.99367
0.68500,1.76449,-0.01087,-0.49609,1.91632,-0.50335,0.00633,0.99367
0.69000,1.76443,-0.01363,-0.49572,1.91431,-0.50306,0.00633,0.99367
0.69500,1.76434,-0.01630,-0.49536,1.91228,-0.50279,0.00633,0.99367
0.70000,1.76425,-0.01888,-0.49503,1.91023,-0.50254,0.00633,0.99367
0.70500,1.76414,-0.02136,-0.49470,1.90817,-0.50231,0.00633,0.99367
0.71000,1.76402,-0.02375,-0.49439,1.90608,-0.50210,0.00633,0.99367
0.71500,1.76389,-0.02606,-0.49409,1.90398,-0.50191,0.00633,0.99367
0.72000,1.76375,-0.02828,-0.49380,1.90186,-0.50173,0.00633,0.99367
0.72500,1.76360,-0.03042,-0.49352,1.89972,-0.50157,0.00633,0.99367
0.73000,1.76344,-0.03249,-0.49326,1.89757,-0.50143,0.00633,0.99367
0.73500,1.76327,-0.03448,-0.49301,1.89540,-0.50130,0.00633,0.99367
0.74000,1.76308,-0.03640,-0.49276,1.89322,-0.50119,0.00633,0.99367
0.74500,1.76289,-0.03825,-0.49253,1.89102,-0.50109,0.00633,0.99367
0.75000,1.76269,-0.04003,-0.49231,1.88881,-0.50100,0.00633,0.99367
0.75500,1.76248,-0.04175,-0.49209,1.88658,-0.50092,0.00633,0.99367
0.76000,1.76227,-0.04341,-0.49189,1.88435,-0.50086,0.00633,0.99367
0.76500,1.76204,-0.04500,-0.49169,1.88210,-0.50081,0.00633,0.99367
0.77000,1.76181,-0.04654,-0.49150,1.87984,-0.50077,0.00633,0.99367
0.77500,1.76157,-0.04802,-0.49132,1.87757,-0.50074,0.00633,0.99367
0.78000,1.76132,-0.04945,-0.49115,1.87529,-0.50072,0.00633,0.99367
0.78500,1.76107,-0.05083,-0.49099,1.87300,-0.50071,0.00633,0.99367
0.79000,1.76081,-0.05216,-0.49083,1.87070,-0.50071,0.00633,0.99367
0.79500,1.76054,-0.05344,-0.49068,1.86839,-0.50072,0.00633,0.99367
0.80000,1.76027,-0.05467,-0.49053,1.86608,-0.50074,0.00633,0.99367
0.80500,1.75999,-0.05586,-0.49040,1.86375,-0.50076,0.00633,0.99367
0.81000,1.75970,-0.05701,-0.49027,1.86142,-0.50079,0.00633,0.99367
0.81500,1.75941,-0.05811,-0.49014,1.85907,-0.50083,0.00633,0.99367
0.82000,1.75912,-0.05917,-0.49002,1.85673,-0.50088,0.00633,0.99367
0.82500,1.75881,-0.06020,-0.48991,1.85437,-0.50093,0.00633,0.99367
0.83000,1.75851,-0.06118,-0.48980,1.85201,-0.50099,0.00633,0.99367
0.83500,1.75820,-0.06214,-0.48970,1.84964,-0.50106,0.00633,0.99367
0.84000,1.75788,-0.06305,-0.48960,1.84727,-0.50113,0.00633,0.99367
0.84500,1.75756,-0.06393,-0.48951,1.84489,-0.50120,0.00633,0.99367
0.85000,1.75724,-0.06479,-0.48942,1.84250,-0.50128,0.00633,0.99367
0.85500,1.75691,-0.06561,-0.48934,1.84011,-0.50137,0.00633,0.99367
0.86000,1.75658,-0.06640,-0.48926,1.83772,-0.50146,0.00633,0.99367
0.86500,1.75624,-0.06716,-0.48918,1.83532,-0.50155,0.00633,0.99367
0.87000,1.75590,-0.06789,-0.48911,1.83291,-0.50165,0.00633,0.99367
0.87500,1.75556,-0.06859,-0.48904,1.83051,-0.50175,0.00633,0.99367
0.88000,1.75521,-0.06927,-0.48898,1.82809,-0.50186,0.00633,0.99367
0.88500,1.75487,-0.06993,-0.48892,1.82568,-0.50197,0.00633,0.99367
0.89000,1.75451,-0.07056,-0.48886,1.82326,-0.50208,0.00633,0.99367
0.89500,1.75416,-0.07117,-0.48881,1.82084,-0.50219,0.00633,0.99367
0.90000,1.75380,-0.07175,-0.48876,1.81842,-0.50231,0.00633,0.99367
0.90500,1.75344,-0.07232,-0.48871,1.81599,-0.50243,0.00633,0.99367
0.91000,1.75307,-0.07286,-0.48867,1.81356,-0.50255,0.00633,0.99367
0.91500,1.75270,-0.07338,-0.48863,1.81113,-0.50267,0.00633,0.99367
0.92000,1.75234,-0.07388,-0.48859,1.80870,-0.50280,0.00633,0.99367
0.92500,1.75196,-0.07437,-0.48856,1.80626,-0.50292,0.00633,0.99367
0.93000,1.75159,-0.07483,-0.48852,1.80383,-0.50305,0.00633,0.99367
0.93500,1.75121,-0.07528,-0.48849,1.80139,-0.50318,0.00633,0.99367
0.94000,1.75083,-0.07572,-0.48846,1.79895,-0.50331,0.00633,0.99367
0.94500,1.75045,-0.07613,-0.48844,1.79651,-0.50344,0.00633,0.99367
0.95000,1.75007,-0.07653,-0.48841,1.79406,-0.50358,0.00633,0.99367
0.95500,1.74969,-0.07692,-0.48839,1.79162,-0.50371,0.00633,0.99367
0.96000,1.74930,-0.07729,-0.48837,1.78918,-0.50384,0.00633,0.99367
0.96500,1.74891,-0.07764,-0.48835,1.78673,-0.50398,0.00633,0.99367
0.97000,1.74852,-0.07799,-0.48834,1.78429,-0.50411,0.00633,0.99367
0.97500,1.74813,-0.07832,-0.48832,1.78184,-0.50425,0.00633,0.99367
0.98000,1.74774,-0.07863,-0.48831,1.77939,-0.50438,0.00633,0.99367
0.98500,1.74734,-0.07894,-0.48830,1.77695,-0.50452,0.00633,0.99367
0.99000,1.74695,-0.07923,-0.48829,1.77450,-0.50465,0.00633,0.99367
0.99500,1.74655,-0.07952,-0.48828,1.77206,-0.50479,0.00633,0.99367
1.00000,1.74615,-0.07979,-0.48828,1.76961,-0.50492,0.00633,0.99367
1.00500,1.74575,-0.08005,-0.48827,1.76716,-0.50506,0.00633,0.99367
1.01000,1.74535,-0.08030,-0.48827,1.76472,-0.50519,0.00633,0.99367
1.01500,1.74495,-0.08054,-0.48827,1.76227,-0.50532,0.00633,0.99367
1.02000,1.74454,-0.08077,-0.48827,1.75983,-0.50546,0.00633,0.99367
1.02500,1.74414,-0.08100,-0.48827,1.75738,-0.50559,0.00633,0.99367
1.03000,1.74373,-0.08121,-0.48827,1.75494,-0.50572,0.00633,0.99367
1.03500,1.74332,-0.08142,-0.48827,1.75250,-0.50585,0.00633,0.99367
1.04000,1.74292,-0.08162,-0.48828,1.75006,-0.50598,0.00633,0.99367
1.04500,1.74251,-0.08181,-0.48828,1.74762,-0.50611,0.00633,0.99367
1.05000,1.74210,-0.08199,-0.48829,1.74518,-0.50623,0.00633,0.99367
1.05500,1.74169,-0.08216,-0.48830,1.74274,-0.50636,0.00633,0.99367
1.06000,1.74127,-0.08233,-0.48830,1.74030,-0.50648,0.00633,0.99367
1.06500,1.74086,-0.08249,-0.48831,1.73786,-0.50661,0.00633,0.99367
1.07000,1.74045,-0.08265,-0.48832,1.73543,-0.50673,0.00633,0.99367
1.07500,1.74003,-0.08280,-0.48833,1.73300,-0.50685,0.00633,0.99367
1.08000,1.73962,-0.08294,-0.48834,1.73056,-0.50697,0.00633,0.99367
1.08500,1.73920,-0.08308,-0.48836,1.72813,-0.50709,0.00633,0.99367
1.09000,1.73879,-0.08321,-0.48837,1.72571,-0.50720,0.00633,0.99367
1.09500,1.73837,-0.08333,-0.48838,1.72328,-0.50732,0.00633,0.99367
1.10000,1.73795,-0.08345,-0.48840,1.72085,-0.50743,0.00633,0.99367
1.10500,1.73754,-0.08357,-0.48841,1.71843,-0.50754,0.00633,0.99367
1.11000,1.73712,-0.08368,-0.48843,1.71601,-0.50765,0.00633,0.99367
1.11500,1.73670,-0.08378,-0.48844,1.71359,-0.50776,0.00633,0.99367
1.12000,1.73628,-0.08389,-0.48846,1.71117,-0.50787,0.00633,0.99367
1.12500,1.73586,-0.08398,-0.48848,1.70875,-0.50797,0.00633,0.99367
1.13000,1.73544,-0.08408,-0.48850,1.70634,-0.50807,0.00633,0.99367
1.13500,1.73502,-0.08416,-0.48851,1.70392,-0.50817,0.00633,0.99367
1.14000,1.73460,-0.08425,-0.48853,1.70151,-0.50827,0.00633,0.99367
1.14500,1.73418,-0.08433,-0.48855,1.69910,-0.50837,0.00633,0.99367
1.15000,1.73375,-0.08441,-0.48857,1.69670,-0.50846,0.00633,0.99367
1.15500,1.73333,-0.08448,-0.48859,1.69429,-0.50856,0.00633,0.99367
1.16000,1.73291,-0.08455,-0.48861,1.69189,-0.50865,0.00633,0.99367
1.16500,1.73249,-0.08462,-0.48863,1.68949,-0.50874,0.00633,0.99367
1.17000,1.73206,-0.08468,-0.48865,1.68709,-0.50882,0.00633,0.99367
1.17500,1.73164,-0.08474,-0.48867,1.68470,-0.50891,0.00633,0.99367
1.18000,1.73121,-0.08480,-0.48870,1.68230,-0.50899,0.00633,0.99367
1.18500,1.73079,-0.08486,-0.48872,1.67991,-0.50907,0.00633,0.99367
1.19000,1.73037,-0.08491,-0.48874,1.67752,-0.50915,0.00633,0.99367
1.19500,1.72994,-0.08496,-0.48876,1.67514,-0.50922,0.00633,0.99367
1.20000,1.72952,-0.08500,-0.48879,1.67275,-0.50930,0.00633,0.99367
1.20500,1.72909,-0.08505,-0.48881,1.67037,-0.50937,0.00633,0.99367
1.21000,1.72866,-0.08509,-0.48883,1.66799,-0.50944,0.00633,0.99367
1.21500,1.72824,-0.08513,-0.48886,1.66561,-0.50951,0.00633,0.99367
1.22000,1.72781,-0.08517,-0.48888,1.66324,-0.50957,0.00633,0.99367
1.22500,1.72739,-0.08521,-0.48890,1.66087,-0.50963,0.00633,0.99367
1.23000,1.72696,-0.08524,-0.48893,1.65850,-0.50969,0.00633,0.99367
1.23500,1.72653,-0.08527,-0.48895,1.65613,-0.50975,0.00633,0.99367
1.24000,1.72611,-0.08530,-0.48898,1.65377,-0.50981,0.00633,0.99367
1.24500,1.72568,-0.08533,-0.48900,1.65141,-0.50986,0.00633,0.99367
1.25000,1.72525,-0.08536,-0.48903,1.64905,-0.50991,0.00633,0.99367
1.25500,1.72483,-0.08538,-0.48905,1.64669,-0.50996,0.00633,0.99367
1.26000,1.72440,-0.08540,-0.48908,1.64434,-0.51001,0.00633,0.99367
1.26500,1.72397,-0.08543,-0.48910,1.64199,-0.51005,0.00633,0.99367
1.27000,1.72355,-0.08545,-0.48913,1.63964,-0.51009,0.00633,0.99367
1.27500,1.72312,-0.08546,-0.48915,1.63730,-0.51013,0.00633,0.99367
1.28000,1.72269,-0.08548,-0.48918,1.63495,-0.51017,0.00633,0.99367
1.28500,1.72226,-0.08550,-0.48921,1.63261,-0.51021,0.00633,0.99367
1.29000,1.72184,-0.08551,-0.48923,1.63028,-0.51024,0.00633,0.99367
1.29500,1.72141,-0.08552,-0.48926,1.62794,-0.51027,0.00633,0.99367
1.30000,1.72098,-0.08554,-0.48928,1.62561,-0.51030,0.00633,0.99367
1.30500,1.72055,-0.08555,-0.48931,1.62328,-0.51032,0.00633,0.99367
1.31000,1.72013,-0.08556,-0.48934,1.62095,-0.51034,0.00633,0.99367
1.31500,1.71970,-0.08557,-0.48936,1.61863,-0.51037,0.00633,0.99367
1.32000,1.71927,-0.08557,-0.48939,1.61631,-0.51038,0.00633,0.99367
1.32500,1.71884,-0.08558,-0.48941,1.61399,-0.51040,0.00633,0.99367
1.33000,1.71841,-0.08558,-0.48944,1.61168,-0.51041,0.00633,0.99367
1.33500,1.71799,-0.08559,-0.48947,1.60936,-0.51043,0.00633,0.99367
1.34000,1.71756,-0.08559,-0.48949,1.60705,-0.51043,0.00633,0.99367
1.34500,1.71713,-0.08560,-0.48952,1.60475,-0.51044,0.00633,0.99367
1.35000,1.71670,-0.08560,-0.48955,1.60244,-0.51044,0.00633,0.99367
1.35500,1.71627,-0.08560,-0.48957,1.60014,-0.51045,0.00633,0.99367
1.36000,1.71585,-0.08560,-0.48960,1.59784,-0.51045,0.00633,0.99367
1.36500,1.71542,-0.08560,-0.48963,1.59555,-0.51044,0.00633,0.99367
1.37000,1.71499,-0.08560,-0.48965,1.59326,-0.51044,0.00633,0.99367
1.37500,1.71456,-0.08559,-0.48968,1.59097,-0.51043,0.00633,0.99367
1.38000,1.71413,-0.08559,-0.48971,1.58868,-0.51042,0.00633,0.99367
1.38500,1.71371,-0.08559,-0.48973,1.58640,-0.51041,0.00633,0.99367
1.39000,1.71328,-0.08558,-0.48976,1.58412,-0.51039,0.00633,0.99367
1.39500,1.71285,-0.08558,-0.48979,1.58184,-0.51038,0.00633,0.99367
1.40000,1.71242,-0.08558,-0.48981,1.57956,-0.51036,0.00633,0.99367
1.40500,1.71200,-0.08557,-0.48984,1.57729,-0.51033,0.00633,0.99367
1.41000,1.71157,-0.08556,-0.48987,1.57502,-0.51031,0.00633,0.99367
1.41500,1.71114,-0.08556,-0.48989,1.57276,-0.51028,0.00633,0.99367
1.42000,1.71071,-0.08555,-0.48992,1.57049,-0.51025,0.00633,0.99367
1.42500,1.71028,-0.08554,-0.48995,1.56823,-0.51022,0.00633,0.99367
1.43000,1.70986,-0.08553,-0.48997,1.56597,-0.51019,0.00633,0.99367
1.43500,1.70943,-0.08552,-0.49000,1.56372,-0.51015,0.00633,0.99367
1.44000,1.70900,-0.08552,-0.49002,1.56147,-0.51012,0.00633,0.99367
1.44500,1.70857,-0.08551,-0.49005,1.55922,-0.51008,0.00633,0.99367
1.45000,1.70815,-0.08550,-0.49008,1.55697,-0.51003,0.00633,0.99367
1.45500,1.70772,-0.08549,-0.49010,1.55473,-0.50999,0.00633,0.99367
1.46000,1.70729,-0.08548,-0.49013,1.55249,-0.50994,0.00633,0.99367
1.46500,1.70686,-0.08546,-0.49016,1.55025,-0.50989,0.00633,0.99367
1.47000,1.70644,-0.08545,-0.49018,1.54802,-0.50984,0.00633,0.99367
1.47500,1.70601,-0.08544,-0.49021,1.54579,-0.50979,0.00633,0.99367
1.48000,1.70558,-0.08543,-0.49023,1.54356,-0.50973,0.00633,0.99367
1.48500,1.70516,-0.08542,-0.49026,1.54133,-0.50967,0.00633,0.99367
1.49000,1.70473,-0.08540,-0.49029,1.53911,-0.50961,0.00633,0.99367
1.49500,1.70430,-0.08539,-0.49031,1.53689,-0.50955,0.00633,0.99367
1.50000,1.70387,-0.08538,-0.49034,1.53467,-0.50948,0.00633,0.99367
1.50500,1.70345,-0.08536,-0.49036,1.53246,-0.50941,0.00633,0.99367
1.51000,1.70302,-0.08535,-0.49039,1.53025,-0.50934,0.00633,0.99367
1.51500,1.70259,-0.08534,-0.49042,1.52804,-0.50927,0.00633,0.99367
1.52000,1.70217,-0.08532,-0.49044,1.52584,-0.50920,0.00633,0.99367
1.52500,1.70174,-0.08531,-0.49047,1.52363,-0.50912,0.00633,0.99367
1.53000,1.70131,-0.08529,-0.49049,1.52144,-0.50904,0.00633,0.99367
1.53500,1.70089,-0.08528,-0.49052,1.51924,-0.50896,0.00633,0.99367
1.54000,1.70046,-0.08526,-0.49054,1.51705,-0.50888,0.00633,0.99367
1.54500,1.70004,-0.08525,-0.49057,1.51486,-0.50879,0.00633,0.99367
1.55000,1.69961,-0.08523,-0.49059,1.51267,-0.50870,0.00633,0.99367
1.55500,1.69918,-0.08522,-0.49062,1.51048,-0.50862,0.00633,0.99367
1.56000,1.69876,-0.08520,-0.49064,1.50830,-0.50852,0.00633,0.99367
1.56500,1.69833,-0.08518,-0.49067,1.50612,-0.50843,0.00633,0.99367
1.57000,1.69791,-0.08517,-0.49069,1.50395,-0.50833,0.00633,0.99367
1.57500,1.69748,-0.08515,-0.49072,1.50178,-0.50824,0.00633,0.99367
1.58000,1.69705,-0.08513,-0.49074,1.49961,-0.50813,0.00633,0.99367
1.58500,1.69663,-0.08512,-0.49077,1.49744,-0.50803,0.00633,0.99367
1.59000,1.69620,-0.08510,-0.49079,1.49527,-0.50793,0.00633,0.99367
1.59500,1.69578,-0.08508,-0.49082,1.49311,-0.50782,0.00633,0.99367
1.60000,1.69535,-0.08507,-0.49084,1.49096,-0.50771,0.00633,0.99367
1.60500,1.69493,-0.08505,-0.49087,1.48880,-0.50760,0.00633,0.99367
1.61000,1.69450,-0.08503,-0.49089,1.48665,-0.50749,0.00633,0.99367
1.61500,1.69408,-0.08501,-0.49092,1.48450,-0.50737,0.00633,0.99367
1.62000,1.69365,-0.08500,-0.49094,1.48235,-0.50726,0.00633,0.99367
1.62500,1.69323,-0.08498,-0.49096,1.48021,-0.50714,0.00633,0.99367
1.63000,1.69280,-0.08496,-0.49099,1.47807,-0.50702,0.00633,0.99367
