t,theta_ts,theta_dot_ts,u_ts,theta_base,u_base,w1,w2
3.25500,1.56002,-0.07850,-0.49430,0.91923,-0.40203,0.00633,0.99367
3.26000,1.55963,-0.07848,-0.49430,0.91788,-0.40161,0.00633,0.99367
3.26500,1.55924,-0.07846,-0.49430,0.91653,-0.40119,0.00633,0.99367
3.27000,1.55884,-0.07844,-0.49429,0.91518,-0.40077,0.00633,0.99367
3.27500,1.55845,-0.07842,-0.49429,0.91384,-0.40035,0.00633,0.99367
3.28000,1.55806,-0.07840,-0.49429,0.91249,-0.39993,0.00633,0.99367
3.28500,1.55767,-0.07838,-0.49428,0.91115,-0.39951,0.00633,0.99367
3.29000,1.55728,-0.07836,-0.49428,0.90981,-0.39909,0.00633,0.99367
3.29500,1.55688,-0.07835,-0.49428,0.90847,-0.39867,0.00633,0.99367
3.30000,1.55649,-0.07833,-0.49427,0.90713,-0.39825,0.00633,0.99367
3.30500,1.55610,-0.07831,-0.49427,0.90580,-0.39783,0.00633,0.99367
3.31000,1.55571,-0.07829,-0.49427,0.90447,-0.39741,0.00633,0.99367
3.31500,1.55532,-0.07827,-0.49426,0.90313,-0.39699,0.00633,0.99367
3.32000,1.55493,-0.07825,-0.49426,0.90181,-0.39657,0.00633,0.99367
3.32500,1.55453,-0.07823,-0.49425,0.90048,-0.39615,0.00633,0.99367
3.33000,1.55414,-0.07821,-0.49425,0.89915,-0.39573,0.00633,0.99367
3.33500,1.55375,-0.07819,-0.49425,0.89783,-0.39531,0.00633,0.99367
3.34000,1.55336,-0.07817,-0.49424,0.89651,-0.39489,0.00633,0.99367
3.34500,1.55297,-0.07815,-0.49424,0.89519,-0.39447,0.00633,0.99367
3.35000,1.55258,-0.07813,-0.49423,0.89387,-0.39405,0.00633,0.99367
3.35500,1.55219,-0.07811,-0.49423,0.89255,-0.39363,0.00633,0.99367
3.36000,1.55180,-0.07809,-0.49422,0.89124,-0.39321,0.00633,0.99367
3.36500,1.55141,-0.07808,-0.49422,0.88993,-0.39279,0.00633,0.99367
3.37000,1.55102,-0.07806,-0.49422,0.88862,-0.39236,0.00633,0.99367
3.37500,1.55063,-0.07804,-0.49421,0.88731,-0.39194,0.00633,0.99367
3.38000,1.55024,-0.07802,-0.49421,0.88600,-0.39152,0.00633,0.99367
3.38500,1.54985,-0.07800,-0.49420,0.88470,-0.39110,0.00633,0.99367
3.39000,1.54946,-0.07798,-0.49420,0.88340,-0.39068,0.00633,0.99367
3.39500,1.54907,-0.07796,-0.49419,0.88209,-0.39026,0.00633,0.99367
3.40000,1.54868,-0.07794,-0.49419,0.88080,-0.38984,0.00633,0.99367
3.40500,1.54829,-0.07792,-0.49418,0.87950,-0.38942,0.00633,0.99367
3.41000,1.54790,-0.07790,-0.49418,0.87820,-0.38899,0.00633,0.99367
3.41500,1.54751,-0.07788,-0.49417,0.87691,-0.38857,0.00633,0.99367
3.42000,1.54712,-0.07786,-0.49417,0.87562,-0.38815,0.00633,0.99367
3.42500,1.54673,-0.07784,-0.49416,0.87433,-0.38773,0.00633,0.99367
3.43000,1.54634,-0.07783,-0.49415,0.87304,-0.38731,0.00633,0.99367
3.43500,1.54595,-0.07781,-0.49415,0.87176,-0.38689,0.00633,0.99367
3.44000,1.54557,-0.07779,-0.49414,0.87047,-0.38646,0.00633,0.99367
3.44500,1.54518,-0.07777,-0.49414,0.86919,-0.38604,0.00633,0.99367
3.45000,1.54479,-0.07775,-0.49413,0.86791,-0.38562,0.00633,0.99367
3.45500,1.54440,-0.07773,-0.49413,0.86663,-0.38520,0.00633,0.99367
3.46000,1.54401,-0.07771,-0.49412,0.86535,-0.38478,0.00633,0.99367
3.46500,1.54362,-0.07769,-0.49411,0.86408,-0.38436,0.00633,0.99367
3.47000,1.54323,-0.07767,-0.49411,0.86281,-0.38393,0.00633,0.99367
3.47500,1.54285,-0.07765,-0.49410,0.86153,-0.38351,0.00633,0.99367
3.48000,1.54246,-0.07763,-0.49410,0.86027,-0.38309,0.00633,0.99367
3.48500,1.54207,-0.07761,-0.49409,0.85900,-0.38267,0.00633,0.99367
3.49000,1.54168,-0.07760,-0.49408,0.85773,-0.38225,0.00633,0.99367
3.49500,1.54129,-0.07758,-0.49408,0.85647,-0.38183,0.00633,0.99367
3.50000,1.54091,-0.07756,-0.49407,0.85521,-0.38140,0.00633,0.99367
3.50500,1.54052,-0.07754,-0.49406,0.85395,-0.38098,0.00633,0.99367
3.51000,1.54013,-0.07752,-0.49406,0.85269,-0.38056,0.00633,0.99367
3.51500,1.53974,-0.07750,-0.49405,0.85143,-0.38014,0.00633,0.99367
3.52000,1.53936,-0.07748,-0.49404,0.85018,-0.37972,0.00633,0.99367
3.52500,1.53897,-0.07746,-0.49404,0.84892,-0.37930,0.00633,0.99367
3.53000,1.53858,-0.07744,-0.49403,0.84767,-0.37888,0.00633,0.99367
3.53500,1.53819,-0.07742,-0.49402,0.84642,-0.37845,0.00633,0.99367
3.54000,1.53781,-0.07740,-0.49401,0.84518,-0.37803,0.00633,0.99367
3.54500,1.53742,-0.07738,-0.49401,0.84393,-0.37761,0.00633,0.99367
3.55000,1.53703,-0.07737,-0.49400,0.84269,-0.37719,0.00633,0.99367
3.55500,1.53665,-0.07735,-0.49399,0.84144,-0.37677,0.00633,0.99367
3.56000,1.53626,-0.07733,-0.49399,0.84020,-0.37635,0.00633,0.99367
3.56500,1.53587,-0.07731,-0.49398,0.83897,-0.37593,0.00633,0.99367
3.57000,1.53549,-0.07729,-0.49397,0.83773,-0.37551,0.00633,0.99367
3.57500,1.53510,-0.07727,-0.49396,0.83649,-0.37508,0.00633,0.99367
3.58000,1.53471,-0.07725,-0.49396,0.83526,-0.37466,0.00633,0.99367
3.58500,1.53433,-0.07723,-0.49395,0.83403,-0.37424,0.00633,0.99367
3.59000,1.53394,-0.07721,-0.49394,0.83280,-0.37382,0.00633,0.99367
3.59500,1.53356,-0.07719,-0.49393,0.83157,-0.37340,0.00633,0.99367
3.60000,1.53317,-0.07718,-0.49392,0.83035,-0.37298,0.00633,0.99367
3.60500,1.53278,-0.07716,-0.49392,0.82912,-0.37256,0.00633,0.99367
3.61000,1.53240,-0.07714,-0.49391,0.82790,-0.37214,0.00633,0.99367
3.61500,1.53201,-0.07712,-0.49390,0.82668,-0.37172,0.00633,0.99367
3.62000,1.53163,-0.07710,-0.49389,0.82546,-0.37130,0.00633,0.99367
3.62500,1.53124,-0.07708,-0.49388,0.82424,-0.37088,0.00633,0.99367
3.63000,1.53086,-0.07706,-0.49388,0.82303,-0.37046,0.00633,0.99367
3.63500,1.53047,-0.07704,-0.49387,0.82181,-0.37004,0.00633,0.99367
3.64000,1.53009,-0.07702,-0.49386,0.82060,-0.36962,0.00633,0.99367
3.64500,1.52970,-0.07700,-0.49385,0.81939,-0.36920,0.00633,0.99367
3.65000,1.52932,-0.07698,-0.49384,0.81818,-0.36878,0.00633,0.99367
3.65500,1.52893,-0.07697,-0.49383,0.81698,-0.36836,0.00633,0.99367
3.66000,1.52855,-0.07695,-0.49382,0.81577,-0.36794,0.00633,0.99367
3.66500,1.52816,-0.07693,-0.49381,0.81457,-0.36752,0.00633,0.99367
3.67000,1.52778,-0.07691,-0.49381,0.81337,-0.36710,0.00633,0.99367
3.67500,1.52739,-0.07689,-0.49380,0.81217,-0.36668,0.00633,0.99367
3.68000,1.52701,-0.07687,-0.49379,0.81097,-0.36626,0.00633,0.99367
3.68500,1.52662,-0.07685,-0.49378,0.80977,-0.36584,0.00633,0.99367
3.69000,1.52624,-0.07683,-0.49377,0.80858,-0.36542,0.00633,0.99367
3.69500,1.52586,-0.07681,-0.49376,0.80738,-0.36500,0.00633,0.99367
3.70000,1.52547,-0.07680,-0.49375,0.80619,-0.36458,0.00633,0.99367
3.70500,1.52509,-0.07678,-0.49374,0.80500,-0.36416,0.00633,0.99367
3.71000,1.52470,-0.07676,-0.49373,0.80382,-0.36374,0.00633,0.99367
3.71500,1.52432,-0.07674,-0.49372,0.80263,-0.36332,0.00633,0.99367
3.72000,1.52394,-0.07672,-0.49371,0.80145,-0.36290,0.00633,0.99367
3.72500,1.52355,-0.07670,-0.49370,0.80026,-0.36248,0.00633,0.99367
3.73000,1.52317,-0.07668,-0.49369,0.79908,-0.36207,0.00633,0.99367
3.73500,1.52279,-0.07666,-0.49368,0.79790,-0.36165,0.00633,0.99367
3.74000,1.52240,-0.07664,-0.49367,0.79673,-0.36123,0.00633,0.99367
3.74500,1.52202,-0.07662,-0.49366,0.79555,-0.36081,0.00633,0.99367
3.75000,1.52164,-0.07661,-0.49365,0.79438,-0.36039,0.00633,0.99367
3.75500,1.52125,-0.07659,-0.49364,0.79320,-0.35998,0.00633,0.99367
3.76000,1.52087,-0.07657,-0.49363,0.79203,-0.35956,0.00633,0.99367
3.76500,1.52049,-0.07655,-0.49362,0.79086,-0.35914,0.00633,0.99367
3.77000,1.52011,-0.07653,-0.49361,0.78970,-0.35872,0.00633,0.99367
3.77500,1.51972,-0.07651,-0.49360,0.78853,-0.35830,0.00633,0.99367
3.78000,1.51934,-0.07649,-0.49359,0.78737,-0.35789,0.00633,0.99367
3.78500,1.51896,-0.07647,-0.49358,0.78621,-0.35747,0.00633,0.99367
3.79000,1.51858,-0.07645,-0.49357,0.78505,-0.35705,0.00633,0.99367
3.79500,1.51819,-0.07644,-0.49356,0.78389,-0.35664,0.00633,0.99367
3.80000,1.51781,-0.07642,-0.49355,0.78273,-0.35622,0.00633,0.99367
3.80500,1.51743,-0.07640,-0.49354,0.78157,-0.35580,0.00633,0.99367
3.81000,1.51705,-0.07638,-0.49353,0.78042,-0.35539,0.00633,0.99367
3.81500,1.51667,-0.07636,-0.49352,0.77927,-0.35497,0.00633,0.99367
3.82000,1.51629,-0.07634,-0.49351,0.77812,-0.35455,0.00633,0.99367
3.82500,1.51590,-0.07632,-0.49349,0.77697,-0.35414,0.00633,0.99367
3.83000,1.51552,-0.07630,-0.49348,0.77582,-0.35372,0.00633,0.99367
3.83500,1.51514,-0.07628,-0.49347,0.77468,-0.35331,0.00633,0.99367
3.84000,1.51476,-0.07627,-0.49346,0.77353,-0.35289,0.00633,0.99367
3.84500,1.51438,-0.07625,-0.49345,0.77239,-0.35248,0.00633,0.99367
3.85000,1.51400,-0.07623,-0.49344,0.77125,-0.35206,0.00633,0.99367
3.85500,1.51362,-0.07621,-0.49343,0.77011,-0.35164,0.00633,0.99367
3.86000,1.51323,-0.07619,-0.49341,0.76897,-0.35123,0.00633,0.99367
3.86500,1.51285,-0.07617,-0.49340,0.76784,-0.35081,0.00633,0.99367
3.87000,1.51247,-0.07615,-0.49339,0.76671,-0.35040,0.00633,0.99367
3.87500,1.51209,-0.07613,-0.49338,0.76557,-0.34999,0.00633,0.99367
3.88000,1.51171,-0.07612,-0.49337,0.76444,-0.34957,0.00633,0.99367
3.88500,1.51133,-0.07610,-0.49336,0.76331,-0.34916,0.00633,0.99367
3.89000,1.51095,-0.07608,-0.49334,0.76219,-0.34874,0.00633,0.99367
3.89500,1.51057,-0.07606,-0.49333,0.76106,-0.34833,0.00633,0.99367
3.90000,1.51019,-0.07604,-0.49332,0.75994,-0.34792,0.00633,0.99367
3.90500,1.50981,-0.07602,-0.49331,0.75881,-0.34750,0.00633,0.99367
3.91000,1.50943,-0.07600,-0.49330,0.75769,-0.34709,0.00633,0.99367
3.91500,1.50905,-0.07598,-0.49328,0.75657,-0.34668,0.00633,0.99367
3.92000,1.50867,-0.07597,-0.49327,0.75546,-0.34626,0.00633,0.99367
3.92500,1.50829,-0.07595,-0.49326,0.75434,-0.34585,0.00633,0.99367
3.93000,1.50791,-0.07593,-0.49325,0.75323,-0.34544,0.00633,0.99367
3.93500,1.50753,-0.07591,-0.49323,0.75211,-0.34502,0.00633,0.99367
3.94000,1.50715,-0.07589,-0.49322,0.75100,-0.34461,0.00633,0.99367
3.94500,1.50677,-0.07587,-0.49321,0.74989,-0.34420,0.00633,0.99367
3.95000,1.50639,-0.07585,-0.49319,0.74879,-0.34379,0.00633,0.99367
3.95500,1.50601,-0.07583,-0.49318,0.74768,-0.34338,0.00633,0.99367
3.96000,1.50564,-0.07582,-0.49317,0.74658,-0.34297,0.00633,0.99367
3.96500,1.50526,-0.07580,-0.49316,0.74547,-0.34255,0.00633,0.99367
3.97000,1.50488,-0.07578,-0.49314,0.74437,-0.34214,0.00633,0.99367
3.97500,1.50450,-0.07576,-0.49313,0.74327,-0.34173,0.00633,0.99367
3.98000,1.50412,-0.07574,-0.49312,0.74217,-0.34132,0.00633,0.99367
3.98500,1.50374,-0.07572,-0.49310,0.74108,-0.34091,0.00633,0.99367
3.99000,1.50336,-0.07570,-0.49309,0.73998,-0.34050,0.00633,0.99367
3.99500,1.50298,-0.07568,-0.49308,0.73889,-0.34009,0.00633,0.99367
4.00000,1.50261,-0.07567,-0.49306,0.73780,-0.33968,0.00633,0.99367
4.00500,1.50223,-0.07565,-0.49305,0.73671,-0.33927,0.00633,0.99367
4.01000,1.50185,-0.07563,-0.49304,0.73562,-0.33886,0.00633,0.99367
4.01500,1.50147,-0.07561,-0.49302,0.73453,-0.33845,0.00633,0.99367
4.02000,1.50109,-0.07559,-0.49301,0.73345,-0.33804,0.00633,0.99367
4.02500,1.50072,-0.07557,-0.49300,0.73236,-0.33763,0.00633,0.99367
4.03000,1.50034,-0.07555,-0.49298,0.73128,-0.33722,0.00633,0.99367
4.03500,1.49996,-0.07553,-0.49297,0.73020,-0.33682,0.00633,0.99367
4.04000,1.49958,-0.07552,-0.49295,0.72912,-0.33641,0.00633,0.99367
4.04500,1.49921,-0.07550,-0.49294,0.72804,-0.33600,0.00633,0.99367
4.05000,1.49883,-0.07548,-0.49293,0.72697,-0.33559,0.00633,0.99367
4.05500,1.49845,-0.07546,-0.49291,0.72589,-0.33518,0.00633,0.99367
4.06000,1.49807,-0.07544,-0.49290,0.72482,-0.33478,0.00633,0.99367
4.06500,1.49770,-0.07542,-0.49288,0.72375,-0.33437,0.00633,0.99367
4.07000,1.49732,-0.07540,-0.49287,0.72268,-0.33396,0.00633,0.99367
4.07500,1.49694,-0.07539,-0.49285,0.72161,-0.33356,0.00633,0.99367
4.08000,1.49657,-0.07537,-0.49284,0.72054,-0.33315,0.00633,0.99367
4.08500,1.49619,-0.07535,-0.49282,0.71948,-0.33274,0.00633,0.99367
4.09000,1.49581,-0.07533,-0.49281,0.71841,-0.33234,0.00633,0.99367
4.09500,1.49544,-0.07531,-0.49280,0.71735,-0.33193,0.00633,0.99367
4.10000,1.49506,-0.07529,-0.49278,0.71629,-0.33153,0.00633,0.99367
4.10500,1.49468,-0.07527,-0.49277,0.71523,-0.33112,0.00633,0.99367
4.11000,1.49431,-0.07526,-0.49275,0.71418,-0.33071,0.00633,0.99367
4.11500,1.49393,-0.07524,-0.49274,0.71312,-0.33031,0.00633,0.99367
4.12000,1.49355,-0.07522,-0.49272,0.71207,-0.32990,0.00633,0.99367
4.12500,1.49318,-0.07520,-0.49271,0.71101,-0.32950,0.00633,0.99367
4.13000,1.49280,-0.07518,-0.49269,0.70996,-0.32910,0.00633,0.99367
4.13500,1.49243,-0.07516,-0.49268,0.70891,-0.32869,0.00633,0.99367
4.14000,1.49205,-0.07514,-0.49266,0.70786,-0.32829,0.00633,0.99367
4.14500,1.49168,-0.07513,-0.49264,0.70682,-0.32788,0.00633,0.99367
4.15000,1.49130,-0.07511,-0.49263,0.70577,-0.32748,0.00633,0.99367
4.15500,1.49092,-0.07509,-0.49261,0.70473,-0.32708,0.00633,0.99367
4.16000,1.49055,-0.07507,-0.49260,0.70369,-0.32668,0.00633,0.99367
4.16500,1.49017,-0.07505,-0.49258,0.70265,-0.32627,0.00633,0.99367
4.17000,1.48980,-0.07503,-0.49257,0.70161,-0.32587,0.00633,0.99367
4.17500,1.48942,-0.07501,-0.49255,0.70057,-0.32547,0.00633,0.99367
4.18000,1.48905,-0.07500,-0.49253,0.69953,-0.32507,0.00633,0.99367
4.18500,1.48867,-0.07498,-0.49252,0.69850,-0.32466,0.00633,0.99367
4.19000,1.48830,-0.07496,-0.49250,0.69747,-0.32426,0.00633,0.99367
4.19500,1.48792,-0.07494,-0.49249,0.69643,-0.32386,0.00633,0.99367
4.20000,1.48755,-0.07492,-0.49247,0.69540,-0.32346,0.00633,0.99367
4.20500,1.48718,-0.07490,-0.49245,0.69438,-0.32306,0.00633,0.99367
4.21000,1.48680,-0.07488,-0.49244,0.69335,-0.32266,0.00633,0.99367
4.21500,1.48643,-0.07487,-0.49242,0.69232,-0.32226,0.00633,0.99367
4.22000,1.48605,-0.07485,-0.49241,0.69130,-0.32186,0.00633,0.99367
4.22500,1.48568,-0.07483,-0.49239,0.69028,-0.32146,0.00633,0.99367
4.23000,1.48530,-0.07481,-0.49237,0.68926,-0.32106,0.00633,0.99367
4.23500,1.48493,-0.07479,-0.49236,0.68824,-0.32066,0.00633,0.99367
4.24000,1.48456,-0.07477,-0.49234,0.68722,-0.32026,0.00633,0.99367
4.24500,1.48418,-0.07475,-0.49232,0.68620,-0.31986,0.00633,0.99367
4.25000,1.48381,-0.07474,-0.49231,0.68519,-0.31947,0.00633,0.99367
4.25500,1.48344,-0.07472,-0.49229,0.68417,-0.31907,0.00633,0.99367
4.26000,1.48306,-0.07470,-0.49227,0.68316,-0.31867,0.00633,0.99367
4.26500,1.48269,-0.07468,-0.49226,0.68215,-0.31827,0.00633,0.99367
4.27000,1.48231,-0.07466,-0.49224,0.68114,-0.31788,0.00633,0.99367
4.27500,1.48194,-0.07464,-0.49222,0.68013,-0.31748,0.00633,0.99367
4.28000,1.48157,-0.07463,-0.49220,0.67913,-0.31708,0.00633,0.99367
4.28500,1.48120,-0.07461,-0.49219,0.67812,-0.31668,0.00633,0.99367
4.29000,1.48082,-0.07459,-0.49217,0.67712,-0.31629,0.00633,0.99367
4.29500,1.48045,-0.07457,-0.49215,0.67612,-0.31589,0.00633,0.99367
4.30000,1.48008,-0.07455,-0.49214,0.67512,-0.31550,0.00633,0.99367
4.30500,1.47970,-0.07453,-0.49212,0.67412,-0.31510,0.00633,0.99367
4.31000,1.47933,-0.07452,-0.49210,0.67312,-0.31471,0.00633,0.99367
4.31500,1.47896,-0.07450,-0.49208,0.67212,-0.31431,0.00633,0.99367
4.32000,1.47859,-0.07448,-0.49207,0.67113,-0.31392,0.00633,0.99367
4.32500,1.47821,-0.07446,-0.49205,0.67014,-0.31352,0.00633,0.99367
4.33000,1.47784,-0.07444,-0.49203,0.66915,-0.31313,0.00633,0.99367
4.33500,1.47747,-0.07442,-0.49201,0.66816,-0.31273,0.00633,0.99367
4.34000,1.47710,-0.07440,-0.49199,0.66717,-0.31234,0.00633,0.99367
4.34500,1.47673,-0.07439,-0.49198,0.66618,-0.31195,0.00633,0.99367
4.35000,1.47635,-0.07437,-0.49196,0.66519,-0.31155,0.00633,0.99367
4.35500,1.47598,-0.07435,-0.49194,0.66421,-0.31116,0.00633,0.99367
4.36000,1.47561,-0.07433,-0.49192,0.66323,-0.31077,0.00633,0.99367
4.36500,1.47524,-0.07431,-0.49190,0.66224,-0.31038,0.00633,0.99367
4.37000,1.47487,-0.07429,-0.49189,0.66126,-0.30999,0.00633,0.99367
4.37500,1.47450,-0.07428,-0.49187,0.66029,-0.30959,0.00633,0.99367
4.38000,1.47413,-0.07426,-0.49185,0.65931,-0.30920,0.00633,0.99367
4.38500,1.47375,-0.07424,-0.49183,0.65833,-0.30881,0.00633,0.99367
4.39000,1.47338,-0.07422,-0.49181,0.65736,-0.30842,0.00633,0.99367
4.39500,1.47301,-0.07420,-0.49179,0.65638,-0.30803,0.00633,0.99367
4.40000,1.47264,-0.07418,-0.49178,0.65541,-0.30764,0.00633,0.99367
4.40500,1.47227,-0.07417,-0.49176,0.65444,-0.30725,0.00633,0.99367
4.41000,1.47190,-0.07415,-0.49174,0.65347,-0.30686,0.00633,0.99367
4.41500,1.47153,-0.07413,-0.49172,0.65251,-0.30647,0.00633,0.99367
4.42000,1.47116,-0.07411,-0.49170,0.65154,-0.30608,0.00633,0.99367
4.42500,1.47079,-0.07409,-0.49168,0.65058,-0.30569,0.00633,0.99367
4.43000,1.47042,-0.07407,-0.49166,0.64961,-0.30530,0.00633,0.99367
4.43500,1.47005,-0.07406,-0.49164,0.64865,-0.30492,0.00633,0.99367
4.44000,1.46968,-0.07404,-0.49162,0.64769,-0.30453,0.00633,0.99367
4.44500,1.46931,-0.07402,-0.49160,0.64673,-0.30414,0.00633,0.99367
4.45000,1.46894,-0.07400,-0.49159,0.64578,-0.30375,0.00633,0.99367
4.45500,1.46857,-0.07398,-0.49157,0.64482,-0.30337,0.00633,0.99367
4.46000,1.46820,-0.07396,-0.49155,0.64386,-0.30298,0.00633,0.99367
4.46500,1.46783,-0.07395,-0.49153,0.64291,-0.30259,0.00633,0.99367
4.47000,1.46746,-0.07393,-0.49151,0.64196,-0.30221,0.00633,0.99367
4.47500,1.46709,-0.07391,-0.49149,0.64101,-0.30182,0.00633,0.99367
4.48000,1.46672,-0.07389,-0.49147,0.64006,-0.30144,0.00633,0.99367
4.48500,1.46635,-0.07387,-0.49145,0.63911,-0.30105,0.00633,0.99367
4.49000,1.46598,-0.07385,-0.49143,0.63817,-0.30067,0.00633,0.99367
4.49500,1.46561,-0.07384,-0.49141,0.63722,-0.30028,0.00633,0.99367
4.50000,1.46524,-0.07382,-0.49139,0.63628,-0.29990,0.00633,0.99367
4.50500,1.46487,-0.07380,-0.49137,0.63534,-0.29951,0.00633,0.99367
4.51000,1.46450,-0.07378,-0.49135,0.63439,-0.29913,0.00633,0.99367
4.51500,1.46414,-0.07376,-0.49133,0.63345,-0.29875,0.00633,0.99367
4.52000,1.46377,-0.07375,-0.49131,0.63252,-0.29836,0.00633,0.99367
4.52500,1.46340,-0.07373,-0.49129,0.63158,-0.29798,0.00633,0.99367
4.53000,1.46303,-0.07371,-0.49127,0.63064,-0.29760,0.00633,0.99367
4.53500,1.46266,-0.07369,-0.49125,0.62971,-0.29722,0.00633,0.99367
4.54000,1.46229,-0.07367,-0.49123,0.62878,-0.29683,0.00633,0.99367
4.54500,1.46192,-0.07365,-0.49121,0.62785,-0.29645,0.00633,0.99367
4.55000,1.46156,-0.07364,-0.49119,0.62692,-0.29607,0.00633,0.99367
4.55500,1.46119,-0.07362,-0.49117,0.62599,-0.29569,0.00633,0.99367
4.56000,1.46082,-0.07360,-0.49115,0.62506,-0.29531,0.00633,0.99367
4.56500,1.46045,-0.07358,-0.49113,0.62414,-0.29493,0.00633,0.99367
4.57000,1.46008,-0.07356,-0.49110,0.62321,-0.29455,0.00633,0.99367
4.57500,1.45972,-0.07355,-0.49108,0.62229,-0.29417,0.00633,0.99367
4.58000,1.45935,-0.07353,-0.49106,0.62137,-0.29379,0.00633,0.99367
4.58500,1.45898,-0.07351,-0.49104,0.62045,-0.29341,0.00633,0.99367
4.59000,1.45861,-0.07349,-0.49102,0.61953,-0.29303,0.00633,0.99367
4.59500,1.45825,-0.07347,-0.49100,0.61861,-0.29265,0.00633,0.99367
4.60000,1.45788,-0.07345,-0.49098,0.61769,-0.29228,0.00633,0.99367
4.60500,1.45751,-0.07344,-0.49096,0.61678,-0.29190,0.00633,0.99367
4.61000,1.45714,-0.07342,-0.49094,0.61586,-0.29152,0.00633,0.99367
4.61500,1.45678,-0.07340,-0.49092,0.61495,-0.29114,0.00633,0.99367
4.62000,1.45641,-0.07338,-0.49089,0.61404,-0.29077,0.00633,0.99367
4.62500,1.45604,-0.07336,-0.49087,0.61313,-0.29039,0.00633,0.99367
4.63000,1.45568,-0.07335,-0.49085,0.61222,-0.29001,0.00633,0.99367
4.63500,1.45531,-0.07333,-0.49083,0.61132,-0.28964,0.00633,0.99367
4.64000,1.45494,-0.07331,-0.49081,0.61041,-0.28926,0.00633,0.99367
4.64500,1.45458,-0.07329,-0.49079,0.60951,-0.28889,0.00633,0.99367
4.65000,1.45421,-0.07327,-0.49077,0.60860,-0.28851,0.00633,0.99367
4.65500,1.45385,-0.07325,-0.49074,0.60770,-0.28814,0.00633,0.99367
4.66000,1.45348,-0.07324,-0.49072,0.60680,-0.28776,0.00633,0.99367
4.66500,1.45311,-0.07322,-0.49070,0.60590,-0.28739,0.00633,0.99367
4.67000,1.45275,-0.07320,-0.49068,0.60500,-0.28702,0.00633,0.99367
4.67500,1.45238,-0.07318,-0.49066,0.60411,-0.28664,0.00633,0.99367
4.68000,1.45202,-0.07316,-0.49063,0.60321,-0.28627,0.00633,0.99367
4.68500,1.45165,-0.07315,-0.49061,0.60232,-0.28590,0.00633,0.99367
4.69000,1.45128,-0.07313,-0.49059,0.60143,-0.28552,0.00633,0.99367
4.69500,1.45092,-0.07311,-0.49057,0.60054,-0.28515,0.00633,0.99367
4.70000,1.45055,-0.07309,-0.49054,0.59965,-0.28478,0.00633,0.99367
4.70500,1.45019,-0.07307,-0.49052,0.59876,-0.28441,0.00633,0.99367
4.71000,1.44982,-0.07306,-0.49050,0.59787,-0.28404,0.00633,0.99367
4.71500,1.44946,-0.07304,-0.49048,0.59698,-0.28367,0.00633,0.99367
4.72000,1.44909,-0.07302,-0.49046,0.59610,-0.28330,0.00633,0.99367
4.72500,1.44873,-0.07300,-0.49043,0.59522,-0.28293,0.00633,0.99367
4.73000,1.44836,-0.07298,-0.49041,0.59433,-0.28256,0.00633,0.99367
4.73500,1.44800,-0.07297,-0.49039,0.59345,-0.28219,0.00633,0.99367
4.74000,1.44763,-0.07295,-0.49036,0.59257,-0.28182,0.00633,0.99367
4.74500,1.44727,-0.07293,-0.49034,0.59170,-0.28145,0.00633,0.99367
4.75000,1.44690,-0.07291,-0.49032,0.59082,-0.28108,0.00633,0.99367
4.75500,1.44654,-0.07289,-0.49030,0.58994,-0.28071,0.00633,0.99367
4.76000,1.44617,-0.07288,-0.49027,0.58907,-0.28034,0.00633,0.99367
4.76500,1.44581,-0.07286,-0.49025,0.58820,-0.27998,0.00633,0.99367
4.77000,1.44545,-0.07284,-0.49023,0.58732,-0.27961,0.00633,0.99367
4.77500,1.44508,-0.07282,-0.49020,0.58645,-0.27924,0.00633,0.99367
4.78000,1.44472,-0.07280,-0.49018,0.58558,-0.27888,0.00633,0.99367
4.78500,1.44435,-0.07278,-0.49016,0.58472,-0.27851,0.00633,0.99367
4.79000,1.44399,-0.07277,-0.49013,0.58385,-0.27814,0.00633,0.99367
4.79500,1.44363,-0.07275,-0.49011,0.58298,-0.27778,0.00633,0.99367
4.80000,1.44326,-0.07273,-0.49009,0.58212,-0.27741,0.00633,0.99367
4.80500,1.44290,-0.07271,-0.49006,0.58126,-0.27705,0.00633,0.99367
4.81000,1.44254,-0.07270,-0.49004,0.58039,-0.27668,0.00633,0.99367
4.81500,1.44217,-0.07268,-0.49002,0.57953,-0.27632,0.00633,0.99367
4.82000,1.44181,-0.07266,-0.48999,0.57868,-0.27596,0.00633,0.99367
4.82500,1.44145,-0.07264,-0.48997,0.57782,-0.27559,0.00633,0.99367
4.83000,1.44108,-0.07262,-0.48994,0.57696,-0.27523,0.00633,0.99367
4.83500,1.44072,-0.07261,-0.48992,0.57611,-0.27487,0.00633,0.99367
4.84000,1.44036,-0.07259,-0.48990,0.57525,-0.27450,0.00633,0.99367
4.84500,1.43999,-0.07257,-0.48987,0.57440,-0.27414,0.00633,0.99367
4.85000,1.43963,-0.07255,-0.48985,0.57355,-0.27378,0.00633,0.99367
4.85500,1.43927,-0.07253,-0.48982,0.57270,-0.27342,0.00633,0.99367
4.86000,1.43891,-0.07252,-0.48980,0.57185,-0.27306,0.00633,0.99367
4.86500,1.43854,-0.07250,-0.48978,0.57100,-0.27270,0.00633,0.99367
4.87000,1.43818,-0.07248,-0.48975,0.57015,-0.27234,0.00633,0.99367
