step,y1,y2,u1,u2
16.97,-1.11178,-1.11178,13.69,13.69
16.98,-1.06383,-1.06383,13.6531,13.6531
16.99,-1.01434,-1.01434,13.6093,13.6093
17,-0.963331,-0.963331,13.5587,13.5587
17.01,-0.910836,-0.910836,13.5013,13.5013
17.02,-0.85689,-0.85689,13.4371,13.4371
17.03,-0.801528,-0.801528,13.3661,13.3661
17.04,-0.744785,-0.744785,13.2884,13.2884
17.05,-0.686699,-0.686699,13.2041,13.2041
17.06,-0.627307,-0.627307,13.1131,13.1131
17.07,-0.566648,-0.566648,13.0155,13.0155
17.08,-0.504763,-0.504763,12.9113,12.9113
17.09,-0.441692,-0.441692,12.8007,12.8007
17.1,-0.377477,-0.377477,12.6837,12.6837
17.11,-0.312161,-0.312161,12.5604,12.5604
17.12,-0.245787,-0.245787,12.4308,12.4308
17.13,-0.178399,-0.178399,12.295,12.295
17.14,-0.110043,-0.110043,12.1531,12.1531
17.15,-0.0407652,-0.0407652,12.0051,12.0051
17.16,0.0293884,0.0293884,11.8513,11.8513
17.17,0.10037,0.10037,11.6916,11.6916
17.18,0.172132,0.172132,11.5261,11.5261
17.19,0.244625,0.244625,11.3551,11.3551
17.2,0.317801,0.317801,11.1785,11.1785
17.21,0.391608,0.391608,10.9965,10.9965
17.22,0.465997,0.465997,10.8092,10.8092
17.23,0.540916,0.540916,10.6168,10.6168
17.24,0.616315,0.616315,10.4193,10.4193
17.25,0.692141,0.692141,10.2169,10.2169
17.26,0.768341,0.768341,10.0097,10.0097
17.27,0.844864,0.844864,9.79782,9.79782
17.28,0.921656,0.921656,9.58145,9.58145
17.29,0.998663,0.998663,9.36071,9.36071
17.3,1.07583,1.07583,9.13575,9.13575
17.31,1.15311,1.15311,8.90671,8.90671
17.32,1.23044,1.23044,8.67374,8.67374
17.33,1.30778,1.30778,8.43701,8.43701
17.34,1.38505,1.38505,8.19667,8.19667
17.35,1.46222,1.46222,7.95287,7.95287
17.36,1.53923,1.53923,7.7058,7.7058
17.37,1.61602,1.61602,7.4556,7.4556
17.38,1.69254,1.69254,7.20246,7.20246
17.39,1.76873,1.76873,6.94653,6.94653
17.4,1.84454,1.84454,6.68801,6.68801
17.41,1.91992,1.91992,6.42705,6.42705
17.42,1.99481,1.99481,6.16385,6.16385
17.43,2.06916,2.06916,5.89857,5.89857
17.44,2.14292,2.14292,5.63141,5.63141
17.45,2.21602,2.21602,5.36254,5.36254
17.46,2.28843,2.28843,5.09216,5.09216
17.47,2.36008,2.36008,4.82044,4.82044
17.48,2.43093,2.43093,4.54757,4.54757
17.49,2.50092,2.50092,4.27376,4.27376
17.5,2.57001,2.57001,3.99917,3.99917
17.51,2.63814,2.63814,3.72401,3.72401
17.52,2.70526,2.70526,3.44847,3.44847
17.53,2.77132,2.77132,3.17274,3.17274
17.54,2.83628,2.83628,2.89701,2.89701
17.55,2.90009,2.90009,2.62148,2.62148
17.56,2.96269,2.96269,2.34634,2.34634
17.57,3.02405,3.02405,2.07178,2.07178
17.58,3.08412,3.08412,1.798,1.798
17.59,3.14285,3.14285,1.5252,1.5252
17.6,3.2002,3.2002,1.25356,1.25356
17.61,3.25612,3.25612,0.98328,0.98328
17.62,3.31058,3.31058,0.714551,0.714551
17.63,3.36353,3.36353,0.447566,0.447566
17.64,3.41493,3.41493,0.182516,0.182516
17.65,3.46475,3.46475,-0.0804095,-0.0804095
17.66,3.51294,3.51294,-0.341021,-0.341021
17.67,3.55946,3.55946,-0.599132,-0.599132
17.68,3.60429,3.60429,-0.854555,-0.854555
17.69,3.64738,3.64738,-1.1071,-1.1071
17.7,3.68871,3.68871,-1.3566,-1.3566
17.71,3.72823,3.72823,-1.60286,-1.60286
17.72,3.76592,3.76592,-1.84569,-1.84569
17.73,3.80175,3.80175,-2.08494,-2.08494
17.74,3.83569,3.83569,-2.32041,-2.32041
17.75,3.86771,3.86771,-2.55194,-2.55194
17.76,3.89778,3.89778,-2.77936,-2.77936
17.77,3.92588,3.92588,-3.0025,-3.0025
17.78,3.95199,3.95199,-3.22118,-3.22118
17.79,3.97608,3.97608,-3.43526,-3.43526
17.8,3.99813,3.99813,-3.64456,-3.64456
17.81,4.01812,4.01812,-3.84894,-3.84894
17.82,4.03604,4.03604,-4.04823,-4.04823
17.83,4.05186,4.05186,-4.2423,-4.2423
17.84,4.06557,4.06557,-4.43098,-4.43098
17.85,4.07716,4.07716,-4.61414,-4.61414
17.86,4.08661,4.08661,-4.79164,-4.79164
17.87,4.09392,4.09392,-4.96334,-4.96334
17.88,4.09907,4.09907,-5.12911,-5.12911
17.89,4.10206,4.10206,-5.28881,-5.28881
17.9,4.10287,4.10287,-5.44233,-5.44233
17.91,4.10151,4.10151,-5.58955,-5.58955
17.92,4.09797,4.09797,-5.73034,-5.73034
17.93,4.09225,4.09225,-5.8646,-5.8646
17.94,4.08434,4.08434,-5.99221,-5.99221
17.95,4.07426,4.07426,-6.11307,-6.11307
17.96,4.06199,4.06199,-6.2271,-6.2271
17.97,4.04755,4.04755,-6.33418,-6.33418
17.98,4.03094,4.03094,-6.43423,-6.43423
17.99,4.01217,4.01217,-6.52716,-6.52716
18,3.99124,3.99124,-6.61291,-6.61291
18.01,3.96817,3.96817,-6.69138,-6.69138
18.02,3.94297,3.94297,-6.76251,-6.76251
18.03,3.91565,3.91565,-6.82624,-6.82624
18.04,3.88623,3.88623,-6.8825,-6.8825
18.05,3.85472,3.85472,-6.93124,-6.93124
18.06,3.82114,3.82114,-6.97241,-6.97241
18.07,3.7855,3.7855,-7.00596,-7.00596
18.08,3.74784,3.74784,-7.03186,-7.03186
18.09,3.70818,3.70818,-7.05007,-7.05007
18.1,3.66652,3.66652,-7.06056,-7.06056
18.11,3.62291,3.62291,-7.06331,-7.06331
18.12,3.57737,3.57737,-7.0583,-7.0583
18.13,3.52992,3.52992,-7.04551,-7.04551
18.14,3.48059,3.48059,-7.02495,-7.02495
18.15,3.42943,3.42943,-6.99661,-6.99661
18.16,3.37645,3.37645,-6.96048,-6.96048
18.17,3.32169,3.32169,-6.91659,-6.91659
18.18,3.26518,3.26518,-6.86494,-6.86494
18.19,3.20697,3.20697,-6.80556,-6.80556
18.2,3.14709,3.14709,-6.73847,-6.73847
18.21,3.08557,3.08557,-6.66371,-6.66371
18.22,3.02246,3.02246,-6.5813,-6.5813
18.23,2.9578,2.9578,-6.49129,-6.49129
18.24,2.89163,2.89163,-6.39372,-6.39372
18.25,2.824,2.824,-6.28866,-6.28866
18.26,2.75494,2.75494,-6.17616,-6.17616
18.27,2.68451,2.68451,-6.05628,-6.05628
18.28,2.61274,2.61274,-5.92908,-5.92908
18.29,2.53969,2.53969,-5.79466,-5.79466
18.3,2.46541,2.46541,-5.65307,-5.65307
18.31,2.38995,2.38995,-5.50442,-5.50442
18.32,2.31335,2.31335,-5.34878,-5.34878
18.33,2.23567,2.23567,-5.18625,-5.18625
18.34,2.15696,2.15696,-5.01694,-5.01694
18.35,2.07728,2.07728,-4.84094,-4.84094
18.36,1.99667,1.99667,-4.65836,-4.65836
18.37,1.91519,1.91519,-4.46933,-4.46933
18.38,1.8329,1.8329,-4.27396,-4.27396
18.39,1.74985,1.74985,-4.07237,-4.07237
18.4,1.6661,1.6661,-3.86469,-3.86469
18.41,1.58171,1.58171,-3.65105,-3.65105
18.42,1.49673,1.49673,-3.4316,-3.4316
18.43,1.41123,1.41123,-3.20648,-3.20648
18.44,1.32526,1.32526,-2.97582,-2.97582
18.45,1.23888,1.23888,-2.73978,-2.73978
18.46,1.15215,1.15215,-2.49852,-2.49852
18.47,1.06513,1.06513,-2.25219,-2.25219
18.48,0.977891,0.977891,-2.00096,-2.00096
18.49,0.89048,0.89048,-1.74499,-1.74499
18.5,0.802963,0.802963,-1.48445,-1.48445
18.51,0.715401,0.715401,-1.21952,-1.21952
18.52,0.627855,0.627855,-0.950363,-0.950363
18.53,0.540387,0.540387,-0.677172,-0.677172
18.54,0.453059,0.453059,-0.400126,-0.400126
18.55,0.365932,0.365932,-0.119412,-0.119412
18.56,0.279068,0.279068,0.164782,0.164782
18.57,0.192527,0.192527,0.452263,0.452263
18.58,0.106372,0.106372,0.742836,0.742836
18.59,0.0206646,0.0206646,1.0363,1.0363
18.6,-0.0645352,-0.0645352,1.33247,1.33247
18.61,-0.149166,-0.149166,1.63112,1.63112
18.62,-0.233168,-0.233168,1.93206,1.93206
18.63,-0.31648,-0.31648,2.23509,2.23509
18.64,-0.399042,-0.399042,2.53999,2.53999
18.65,-0.480795,-0.480795,2.84655,2.84655
18.66,-0.56168,-0.56168,3.15456,3.15456
18.67,-0.641638,-0.641638,3.46381,3.46381
18.68,-0.720611,-0.720611,3.77409,3.77409
18.69,-0.798542,-0.798542,4.08517,4.08517
18.7,-0.875373,-0.875373,4.39684,4.39684
18.71,-0.951049,-0.951049,4.70889,4.70889
18.72,-1.02551,-1.02551,5.0211,5.0211
18.73,-1.09871,-1.09871,5.33324,5.33324
18.74,-1.17059,-1.17059,5.6451,5.6451
18.75,-1.2411,-1.2411,5.95645,5.95645
18.76,-1.31018,-1.31018,6.26709,6.26709
18.77,-1.37778,-1.37778,6.57678,6.57678
18.78,-1.44386,-1.44386,6.88532,6.88532
18.79,-1.50836,-1.50836,7.19247,7.19247
18.8,-1.57123,-1.57123,7.49803,7.49803
18.81,-1.63243,-1.63243,7.80177,7.80177
18.82,-1.69191,-1.69191,8.10348,8.10348
18.83,-1.74963,-1.74963,8.40294,8.40294
18.84,-1.80554,-1.80554,8.69994,8.69994
18.85,-1.85959,-1.85959,8.99426,8.99426
18.86,-1.91175,-1.91175,9.28569,9.28569
18.87,-1.96198,-1.96198,9.57402,9.57402
18.88,-2.01023,-2.01023,9.85904,9.85904
18.89,-2.05647,-2.05647,10.1405,10.1405
18.9,-2.10066,-2.10066,10.4183,10.4183
18.91,-2.14277,-2.14277,10.6922,10.6922
18.92,-2.18276,-2.18276,10.9619,10.9619
18.93,-2.2206,-2.2206,11.2273,11.2273
18.94,-2.25625,-2.25625,11.4882,11.4882
18.95,-2.2897,-2.2897,11.7444,11.7444
18.96,-2.32091,-2.32091,11.9957,11.9957
18.97,-2.34985,-2.34985,12.2419,12.2419
18.98,-2.3765,-2.3765,12.4829,12.4829
18.99,-2.40084,-2.40084,12.7183,12.7183
19,-2.42284,-2.42284,12.9482,12.9482
19.01,-2.44248,-2.44248,13.1723,13.1723
19.02,-2.45975,-2.45975,13.3903,13.3903
19.03,-2.47463,-2.47463,13.6023,13.6023
19.04,-2.4871,-2.4871,13.808,13.808
19.05,-2.49715,-2.49715,14.0072,14.0072
19.06,-2.50476,-2.50476,14.1998,14.1998
19.07,-2.50993,-2.50993,14.3856,14.3856
19.08,-2.51265,-2.51265,14.5645,14.5645
19.09,-2.5129,-2.5129,14.7364,14.7364
19.1,-2.5107,-2.5107,14.9011,14.9011
19.11,-2.50602,-2.50602,15.0586,15.0586
19.12,-2.49887,-2.49887,15.2085,15.2085
19.13,-2.48925,-2.48925,15.351,15.351
19.14,-2.47716,-2.47716,15.4857,15.4857
19.15,-2.46261,-2.46261,15.6127,15.6127
19.16,-2.4456,-2.4456,15.7318,15.7318
19.17,-2.42613,-2.42613,15.8429,15.8429
19.18,-2.40421,-2.40421,15.9459,15.9459
19.19,-2.37986,-2.37986,16.0408,16.0408
19.2,-2.35309,-2.35309,16.1274,16.1274
19.21,-2.3239,-2.3239,16.2057,16.2057
19.22,-2.29233,-2.29233,16.2756,16.2756
19.23,-2.25837,-2.25837,16.337,16.337
19.24,-2.22206,-2.22206,16.3898,16.3898
19.25,-2.18341,-2.18341,16.4341,16.4341
19.26,-2.14244,-2.14244,16.4698,16.4698
19.27,-2.09918,-2.09918,16.4967,16.4967
19.28,-2.05366,-2.05366,16.515,16.515
19.29,-2.0059,-2.0059,16.5245,16.5245
19.3,-1.95593,-1.95593,16.5252,16.5252
19.31,-1.90378,-1.90378,16.5172,16.5172
19.32,-1.84948,-1.84948,16.5003,16.5003
19.33,-1.79306,-1.79306,16.4747,16.4747
19.34,-1.73457,-1.73457,16.4402,16.4402
19.35,-1.67404,-1.67404,16.3969,16.3969
19.36,-1.6115,-1.6115,16.3448,16.3448
19.37,-1.547,-1.547,16.284,16.284
19.38,-1.48058,-1.48058,16.2144,16.2144
19.39,-1.41227,-1.41227,16.1361,16.1361
19.4,-1.34213,-1.34213,16.0491,16.0491
19.41,-1.2702,-1.2702,15.9534,15.9534
19.42,-1.19653,-1.19653,15.8492,15.8492
19.43,-1.12115,-1.12115,15.7364,15.7364
19.44,-1.04414,-1.04414,15.6152,15.6152
19.45,-0.965522,-0.965522,15.4856,15.4856
19.46,-0.885363,-0.885363,15.3476,15.3476
19.47,-0.803714,-0.803714,15.2014,15.2014
19.48,-0.720627,-0.720627,15.047,15.047
19.49,-0.636159,-0.636159,14.8845,14.8845
19.5,-0.550365,-0.550365,14.714,14.714
19.51,-0.463304,-0.463304,14.5357,14.5357
19.52,-0.375033,-0.375033,14.3496,14.3496
19.53,-0.285612,-0.285612,14.1558,14.1558
19.54,-0.195101,-0.195101,13.9545,13.9545
19.55,-0.103562,-0.103562,13.7458,13.7458
19.56,-0.011057,-0.011057,13.5298,13.5298
19.57,0.0823516,0.0823516,13.3067,13.3067
19.58,0.1766,0.1766,13.0766,13.0766
19.59,0.271623,0.271623,12.8396,12.8396
19.6,0.367357,0.367357,12.596,12.596
19.61,0.463735,0.463735,12.3457,12.3457
19.62,0.560692,0.560692,12.0891,12.0891
19.63,0.65816,0.65816,11.8263,11.8263
19.64,0.756072,0.756072,11.5575,11.5575
19.65,0.85436,0.85436,11.2827,11.2827
19.66,0.952956,0.952956,11.0023,11.0023
19.67,1.05179,1.05179,10.7164,10.7164
19.68,1.1508,1.1508,10.4252,10.4252
19.69,1.24991,1.24991,10.1288,10.1288
19.7,1.34904,1.34904,9.82756,9.82756
19.71,1.44815,1.44815,9.52157,9.52157
19.72,1.54714,1.54714,9.21106,9.21106
19.73,1.64596,1.64596,8.89624,8.89624
19.74,1.74453,1.74453,8.57733,8.57733
19.75,1.84279,1.84279,8.25454,8.25454
19.76,1.94066,1.94066,7.92808,7.92808
19.77,2.03807,2.03807,7.59819,7.59819
19.78,2.13496,2.13496,7.26507,7.26507
19.79,2.23126,2.23126,6.92897,6.92897
19.8,2.32689,2.32689,6.59011,6.59011
19.81,2.42179,2.42179,6.24872,6.24872
19.82,2.5159,2.5159,5.90504,5.90504
19.83,2.60913,2.60913,5.5593,5.5593
19.84,2.70143,2.70143,5.21174,5.21174
19.85,2.79273,2.79273,4.86261,4.86261
19.86,2.88297,2.88297,4.51214,4.51214
19.87,2.97207,2.97207,4.16057,4.16057
19.88,3.05997,3.05997,3.80816,3.80816
19.89,3.14661,3.14661,3.45514,3.45514
19.9,3.23193,3.23193,3.10177,3.10177
19.91,3.31586,3.31586,2.74828,2.74828
19.92,3.39833,3.39833,2.39494,2.39494
19.93,3.4793,3.4793,2.04198,2.04198
19.94,3.5587,3.5587,1.68966,1.68966
19.95,3.63646,3.63646,1.33822,1.33822
19.96,3.71254,3.71254,0.987913,0.987913
19.97,3.78688,3.78688,0.638988,0.638988
19.98,3.85941,3.85941,0.291691,0.291691
19.99,3.93009,3.93009,-0.0537293,-0.0537293
20,3.99886,3.99886,-0.397028,-0.397028
20.01,4.06567,4.06567,-0.737959,-0.737959
20.02,4.13046,4.13046,-1.07628,-1.07628
20.03,4.1932,4.1932,-1.41174,-1.41174
20.04,4.25382,4.25382,-1.74411,-1.74411
20.05,4.31229,4.31229,-2.07314,-2.07314
20.06,4.36856,4.36856,-2.3986,-2.3986
20.07,4.42257,4.42257,-2.72025,-2.72025
20.08,4.4743,4.4743,-3.03785,-3.03785
20.09,4.5237,4.5237,-3.35118,-3.35118
20.1,4.57073,4.57073,-3.66001,-3.66001
20.11,4.61535,4.61535,-3.9641,-3.9641
20.12,4.65753,4.65753,-4.26325,-4.26325
20.13,4.69723,4.69723,-4.55721,-4.55721
20.14,4.73441,4.73441,-4.84579,-4.84579
20.15,4.76906,4.76906,-5.12876,-5.12876
20.16,4.80113,4.80113,-5.40592,-5.40592
20.17,4.83059,4.83059,-5.67705,-5.67705
20.18,4.85744,4.85744,-5.94196,-5.94196
20.19,4.88163,4.88163,-6.20045,-6.20045
20.2,4.90314,4.90314,-6.45232,-6.45232
20.21,4.92196,4.92196,-6.69738,-6.69738
20.22,4.93807,4.93807,-6.93544,-6.93544
20.23,4.95145,4.95145,-7.16632,-7.16632
20.24,4.96208,4.96208,-7.38985,-7.38985
20.25,4.96995,4.96995,-7.60586,-7.60586
20.26,4.97506,4.97506,-7.81417,-7.81417
20.27,4.97738,4.97738,-8.01462,-8.01462
20.28,4.97691,4.97691,-8.20706,-8.20706
20.29,4.97366,4.97366,-8.39133,-8.39133
20.3,4.96761,4.96761,-8.5673,-8.5673
20.31,4.95876,4.95876,-8.73481,-8.73481
20.32,4.94711,4.94711,-8.89373,-8.89373
20.33,4.93267,4.93267,-9.04393,-9.04393
20.34,4.91543,4.91543,-9.18529,-9.18529
20.35,4.89542,4.89542,-9.3177,-9.3177
20.36,4.87262,4.87262,-9.44103,-9.44103
20.37,4.84706,4.84706,-9.55518,-9.55518
20.38,4.81875,4.81875,-9.66006,-9.66006
20.39,4.7877,4.7877,-9.75558,-9.75558
20.4,4.75392,4.75392,-9.84163,-9.84163
20.41,4.71744,4.71744,-9.91815,-9.91815
20.42,4.67827,4.67827,-9.98506,-9.98506
20.43,4.63644,4.63644,-10.0423,-10.0423
20.44,4.59197,4.59197,-10.0898,-10.0898
20.45,4.54488,4.54488,-10.1275,-10.1275
20.46,4.49521,4.49521,-10.1554,-10.1554
20.47,4.44298,4.44298,-10.1734,-10.1734
20.48,4.38822,4.38822,-10.1814,-10.1814
20.49,4.33097,4.33097,-10.1796,-10.1796
20.5,4.27126,4.27126,-10.1678,-10.1678
20.51,4.20914,4.20914,-10.146,-10.146
20.52,4.14462,4.14462,-10.1142,-10.1142
20.53,4.07777,4.07777,-10.0725,-10.0725
20.54,4.00862,4.00862,-10.0208,-10.0208
20.55,3.93721,3.93721,-9.95917,-9.95917
20.56,3.86358,3.86358,-9.88759,-9.88759
20.57,3.7878,3.7878,-9.80612,-9.80612
20.58,3.7099,3.7099,-9.71479,-9.71479
20.59,3.62993,3.62993,-9.61364,-9.61364
20.6,3.54795,3.54795,-9.50272,-9.50272
20.61,3.46401,3.46401,-9.3821,-9.3821
20.62,3.37816,3.37816,-9.25182,-9.25182
20.63,3.29047,3.29047,-9.11197,-9.11197
20.64,3.20098,3.20098,-8.96263,-8.96263
20.65,3.10976,3.10976,-8.80387,-8.80387
20.66,3.01687,3.01687,-8.6358,-8.6358
20.67,2.92237,2.92237,-8.4585,-8.4585
20.68,2.82633,2.82633,-8.27209,-8.27209
20.69,2.7288,2.7288,-8.07667,-8.07667
20.7,2.62985,2.62985,-7.87237,-7.87237
20.71,2.52955,2.52955,-7.6593,-7.6593
20.72,2.42797,2.42797,-7.43761,-7.43761
20.73,2.32517,2.32517,-7.20742,-7.20742
20.74,2.22122,2.22122,-6.96888,-6.96888
20.75,2.11621,2.11621,-6.72215,-6.72215
20.76,2.01018,2.01018,-6.46737,-6.46737
20.77,1.90323,1.90323,-6.20471,-6.20471
20.78,1.79542,1.79542,-5.93434,-5.93434
20.79,1.68683,1.68683,-5.65643,-5.65643
20.8,1.57752,1.57752,-5.37116,-5.37116
20.81,1.46758,1.46758,-5.07872,-5.07872
20.82,1.35709,1.35709,-4.77929,-4.77929
20.83,1.24611,1.24611,-4.47307,-4.47307
20.84,1.13472,1.13472,-4.16026,-4.16026
20.85,1.02301,1.02301,-3.84107,-3.84107
20.86,0.911051,0.911051,-3.5157,-3.5157
20.87,0.798917,0.798917,-3.18439,-3.18439
20.88,0.68669,0.68669,-2.84733,-2.84733
20.89,0.574447,0.574447,-2.50476,-2.50476
20.9,0.462269,0.462269,-2.15691,-2.15691
20.91,0.350232,0.350232,-1.80401,-1.80401
20.92,0.238418,0.238418,-1.44629,-1.44629
20.93,0.126904,0.126904,-1.08401,-1.08401
20.94,0.015769,0.015769,-0.717394,-0.717394
20.95,-0.0949076,-0.0949076,-0.346703,-0.346703
20.96,-0.205047,-0.205047,0.0278166,0.0278166
20.97,-0.314572,-0.314572,0.405908,0.405908
20.98,-0.423403,-0.423403,0.787314,0.787314
20.99,-0.531463,-0.531463,1.17177,1.17177
21,-0.638674,-0.638674,1.55902,1.55902
21.01,-0.744959,-0.744959,1.9488,1.9488
21.02,-0.850243,-0.850243,2.34083,2.34083
21.03,-0.954447,-0.954447,2.73484,2.73484
21.04,-1.0575,-1.0575,3.13057,3.13057
21.05,-1.15932,-1.15932,3.52774,3.52774
21.06,-1.25984,-1.25984,3.92607,3.92607
21.07,-1.35899,-1.35899,4.32528,4.32528
21.08,-1.45668,-1.45668,4.72511,4.72511
21.09,-1.55286,-1.55286,5.12526,5.12526
21.1,-1.64744,-1.64744,5.52546,5.52546
21.11,-1.74037,-1.74037,5.92542,5.92542
21.12,-1.83157,-1.83157,6.32488,6.32488
21.13,-1.92097,-1.92097,6.72353,6.72353
21.14,-2.0085,-2.0085,7.12111,7.12111
21.15,-2.09411,-2.09411,7.51733,7.51733
21.16,-2.17773,-2.17773,7.91192,7.91192
21.17,-2.25929,-2.25929,8.30458,8.30458
21.18,-2.33873,-2.33873,8.69504,8.69504
21.19,-2.416,-2.416,9.08303,9.08303
21.2,-2.49103,-2.49103,9.46826,9.46826
21.21,-2.56376,-2.56376,9.85046,9.85046
21.22,-2.63415,-2.63415,10.2293,10.2293
21.23,-2.70214,-2.70214,10.6047,10.6047
21.24,-2.76766,-2.76766,10.9761,10.9761
21.25,-2.83068,-2.83068,11.3435,11.3435
21.26,-2.89115,-2.89115,11.7064,11.7064
21.27,-2.94901,-2.94901,12.0647,12.0647
21.28,-3.00421,-3.00421,12.4181,12.4181
21.29,-3.05673,-3.05673,12.7664,12.7664
21.3,-3.1065,-3.1065,13.1092,13.1092
21.31,-3.1535,-3.1535,13.4463,13.4463
21.32,-3.19768,-3.19768,13.7775,13.7775
21.33,-3.23901,-3.23901,14.1025,14.1025
21.34,-3.27744,-3.27744,14.4212,14.4212
21.35,-3.31296,-3.31296,14.7331,14.7331
21.36,-3.34552,-3.34552,15.0382,15.0382
21.37,-3.3751,-3.3751,15.3362,15.3362
21.38,-3.40167,-3.40167,15.6269,15.6269
21.39,-3.42521,-3.42521,15.91,15.91
21.4,-3.44569,-3.44569,16.1853,16.1853
21.41,-3.46309,-3.46309,16.4527,16.4527
21.42,-3.4774,-3.4774,16.7118,16.7118
21.43,-3.48859,-3.48859,16.9626,16.9626
21.44,-3.49666,-3.49666,17.2048,17.2048
21.45,-3.50159,-3.50159,17.4383,17.4383
21.46,-3.50336,-3.50336,17.6628,17.6628
21.47,-3.50198,-3.50198,17.8782,17.8782
21.48,-3.49744,-3.49744,18.0843,18.0843
21.49,-3.48973,-3.48973,18.281,18.281
21.5,-3.47885,-3.47885,18.468,18.468
21.51,-3.46481,-3.46481,18.6453,18.6453
21.52,-3.4476,-3.4476,18.8126,18.8126
21.53,-3.42724,-3.42724,18.97,18.97
21.54,-3.40372,-3.40372,19.1171,19.1171
21.55,-3.37707,-3.37707,19.2539,19.2539
21.56,-3.34729,-3.34729,19.3804,19.3804
21.57,-3.31439,-3.31439,19.4962,19.4962
21.58,-3.27839,-3.27839,19.6015,19.6015
21.59,-3.23932,-3.23932,19.696,19.696
21.6,-3.19719,-3.19719,19.7797,19.7797
21.61,-3.15203,-3.15203,19.8525,19.8525
21.62,-3.10385,-3.10385,19.9143,19.9143
21.63,-3.0527,-3.0527,19.9651,19.9651
21.64,-2.99859,-2.99859,20,20
21.65,-2.94157,-2.94157,20,20
21.66,-2.88165,-2.88165,20,20
21.67,-2.8189,-2.8189,20,20
21.68,-2.75333,-2.75333,19.9949,19.9949
21.69,-2.68501,-2.68501,19.9785,19.9785
21.7,-2.61395,-2.61395,19.9509,19.9509
21.71,-2.54022,-2.54022,19.912,19.912
21.72,-2.46385,-2.46385,19.8618,19.8618
21.73,-2.3849,-2.3849,19.8004,19.8004
21.74,-2.30341,-2.30341,19.7277,19.7277
21.75,-2.21943,-2.21943,19.6439,19.6439
21.76,-2.13303,-2.13303,19.5488,19.5488
21.77,-2.04425,-2.04425,19.4426,19.4426
21.78,-1.95316,-1.95316,19.3254,19.3254
21.79,-1.8598,-1.8598,19.1971,19.1971
21.8,-1.76425,-1.76425,19.0579,19.0579
21.81,-1.66656,-1.66656,18.9078,18.9078
21.82,-1.56681,-1.56681,18.7469,18.7469
21.83,-1.46504,-1.46504,18.5753,18.5753
21.84,-1.36134,-1.36134,18.3931,18.3931
21.85,-1.25577,-1.25577,18.2003,18.2003
21.86,-1.1484,-1.1484,17.9972,17.9972
21.87,-1.0393,-1.0393,17.7839,17.7839
21.88,-0.928543,-0.928543,17.5603,17.5603
21.89,-0.816207,-0.816207,17.3268,17.3268
21.9,-0.702367,-0.702367,17.0834,17.0834
21.91,-0.587098,-0.587098,16.8303,16.8303
21.92,-0.470478,-0.470478,16.5677,16.5677
21.93,-0.352586,-0.352586,16.2956,16.2956
21.94,-0.233503,-0.233503,16.0144,16.0144
21.95,-0.113309,-0.113309,15.7241,15.7241
21.96,0.00791407,0.00791407,15.4249,15.4249
21.97,0.130082,0.130082,15.1171,15.1171
21.98,0.253113,0.253113,14.8008,14.8008
21.99,0.376921,0.376921,14.4762,14.4762
22,0.501421,0.501421,14.1436,14.1436
22.01,0.626527,0.626527,13.8032,13.8032
22.02,0.752154,0.752154,13.4551,13.4551
22.03,0.878213,0.878213,13.0997,13.0997
22.04,1.00462,1.00462,12.7371,12.7371
22.05,1.13128,1.13128,12.3676,12.3676
22.06,1.25811,1.25811,11.9915,11.9915
22.07,1.38502,1.38502,11.6089,11.6089
22.08,1.51192,1.51192,11.2202,11.2202
22.09,1.63873,1.63873,10.8256,10.8256
22.1,1.76535,1.76535,10.4253,10.4253
22.11,1.89169,1.89169,10.0197,10.0197
22.12,2.01766,2.01766,9.60895,9.60895
22.13,2.14319,2.14319,9.19342,9.19342
22.14,2.26817,2.26817,8.77336,8.77336
22.15,2.39251,2.39251,8.34905,8.34905
22.16,2.51614,2.51614,7.92078,7.92078
22.17,2.63895,2.63895,7.48885,7.48885
22.18,2.76087,2.76087,7.05355,7.05355
22.19,2.88181,2.88181,6.61517,6.61517
22.2,3.00167,3.00167,6.17403,6.17403
22.21,3.12038,3.12038,5.73043,5.73043
22.22,3.23784,3.23784,5.28466,5.28466
22.23,3.35398,3.35398,4.83705,4.83705
22.24,3.4687,3.4687,4.38789,4.38789
22.25,3.58193,3.58193,3.93751,3.93751
22.26,3.69357,3.69357,3.48622,3.48622
22.27,3.80356,3.80356,3.03432,3.03432
22.28,3.91181,3.91181,2.58214,2.58214
22.29,4.01823,4.01823,2.13,2.13
22.3,4.12276,4.12276,1.67821,1.67821
22.31,4.22531,4.22531,1.22708,1.22708
22.32,4.32581,4.32581,0.77695,0.77695
22.33,4.42418,4.42418,0.328121,0.328121
22.34,4.52035,4.52035,-0.119084,-0.119084
22.35,4.61424,4.61424,-0.564348,-0.564348
22.36,4.7058,4.7058,-1.00735,-1.00735
22.37,4.79494,4.79494,-1.44779,-1.44779
22.38,4.8816,4.8816,-1.88533,-1.88533
22.39,4.96571,4.96571,-2.31967,-2.31967
22.4,5.04722,5.04722,-2.7505,-2.7505
22.41,5.12605,5.12605,-3.1775,-3.1775
22.42,5.20214,5.20214,-3.60038,-3.60038
22.43,5.27545,5.27545,-4.01881,-4.01881
22.44,5.3459,5.3459,-4.43251,-4.43251
22.45,5.41345,5.41345,-4.84117,-4.84117
22.46,5.47804,5.47804,-5.24449,-5.24449
