Time,y1,y2,y3,u1,u2,u3,du1,du2,du3,dx1_est,dx2_est,dx3_est,u1_ideal,u2_ideal,u3_ideal
23,78.1466,15.9639,-0.191625,0,0.378638,0.125445,0,0.000387341,-0.000243485,2.39561,0.636363,-0.00226362,0,0.38843,0.144939
24,78.036,15.9322,-0.191784,0,0.37901,0.125161,0,0.000371993,-0.000283867,2.24739,0.599883,-0.00046868,0,0.387292,0.142285
25,77.9255,15.9051,-0.191951,0,0.378689,0.125178,0,-0.000320882,1.67787e-05,2.16749,0.5826,-0.00237595,0,0.386283,0.139956
26,77.8151,15.8818,-0.192382,0.00254104,0.379375,0.124794,0.00254104,0.00068599,-0.000384338,2.03673,0.551278,0.00135604,0,0.385393,0.137909
27,77.7049,15.8552,-0.191787,0.00853104,0.379295,0.124668,0.00599,-7.98106e-05,-0.000125065,1.93209,0.532276,0.00110024,0.00539685,0.384613,0.136106
28,77.5971,15.8354,-0.190605,0.013866,0.379142,0.124618,0.00533497,-0.000153601,-5.03212e-05,1.83889,0.510825,7.23799e-05,0.0114652,0.383945,0.134525
29,77.4948,15.8144,-0.1896,0.0201502,0.379408,0.124401,0.00628423,0.000266612,-0.000216767,1.72927,0.485259,0.00144989,0.0172062,0.383373,0.13314
30,77.3975,15.7917,-0.188182,0.024515,0.379132,0.124423,0.00436479,-0.000276446,2.20165e-05,1.65298,0.466361,-0.000365128,0.0226382,0.382886,0.131925
31,77.3059,15.7717,-0.187438,0.0288107,0.378819,0.12447,0.0042957,-0.000313014,4.6432e-05,1.5779,0.446307,-0.00249251,0.027778,0.382469,0.130859
32,77.2185,15.7489,-0.186711,0.0337772,0.378992,0.124358,0.00496643,0.00017345,-0.00011231,1.4913,0.419564,-0.002082,0.0326419,0.382114,0.129924
33,77.1351,15.7234,-0.185619,0.0392819,0.379202,0.124204,0.00550476,0.000209928,-0.000153281,1.3953,0.393137,-0.00129704,0.037245,0.381811,0.129102
34,77.0562,15.7002,-0.184364,0.043619,0.379371,0.124093,0.00433707,0.000168473,-0.000111319,1.31967,0.37081,-0.000767086,0.0416015,0.381554,0.128381
35,76.9824,15.6796,-0.183408,0.0470604,0.379055,0.124164,0.00344137,-0.000315249,7.1466e-05,1.25951,0.353132,-0.00296101,0.045725,0.381335,0.127746
36,76.9126,15.661,-0.182849,0.0490651,0.37871,0.124302,0.00200479,-0.000345051,0.00013756,1.22445,0.337343,-0.00556685,0.049628,0.38115,0.127187
37,76.846,15.6397,-0.182651,0.0528256,0.378968,0.124203,0.00376046,0.00025782,-9.89884e-05,1.15896,0.312637,-0.00483264,0.0533226,0.380994,0.126695
38,76.7814,15.6156,-0.181776,0.0579397,0.379831,0.123834,0.00511411,0.000862747,-0.00036893,1.07001,0.286435,-0.00032705,0.05682,0.380863,0.126261
39,76.7202,15.595,-0.180327,0.059971,0.379271,0.12399,0.00203132,-0.000560135,0.000156067,1.03435,0.278787,-0.00360638,0.0601309,0.380754,0.125879
40,76.6635,15.5834,-0.180178,0.0635826,0.379584,0.123838,0.00361158,0.00031358,-0.000152327,0.971438,0.259886,-0.0021765,0.0632655,0.380662,0.125541
41,76.6089,15.5662,-0.179296,0.0659943,0.379485,0.12384,0.00241166,-9.97782e-05,2.20537e-06,0.929315,0.248166,-0.00296054,0.0662331,0.380587,0.125242
42,76.5575,15.5526,-0.178863,0.0677782,0.379799,0.123729,0.00178394,0.000313997,-0.000111349,0.898315,0.235879,-0.00153453,0.0690428,0.380525,0.124978
43,76.5084,15.5382,-0.17843,0.0694843,0.379783,0.123699,0.00170613,-1.59144e-05,-2.96086e-05,0.86852,0.229259,-0.00165266,0.0717031,0.380474,0.124744
44,76.4608,15.5271,-0.178135,0.0721647,0.379917,0.123599,0.00268032,0.000134498,-9.96441e-05,0.821771,0.218323,-0.000946221,0.0742219,0.380434,0.124537
45,76.4149,15.5159,-0.177533,0.0751581,0.380084,0.123481,0.00299344,0.000166595,-0.000118822,0.769564,0.206352,-4.46315e-05,0.0766069,0.380402,0.124352
46,76.3715,15.5061,-0.176834,0.0765708,0.380169,0.12342,0.0014127,8.49068e-05,-6.06552e-05,0.744925,0.201038,0.000441044,0.0788653,0.380377,0.124189
47,76.3308,15.4979,-0.176559,0.0790449,0.380188,0.123351,0.00247414,1.93715e-05,-6.88508e-05,0.701721,0.192979,0.000625717,0.0810037,0.380358,0.124043
48,76.2914,15.4903,-0.176035,0.081376,0.380081,0.123333,0.00233106,-0.00010711,-1.84923e-05,0.660975,0.185147,5.19376e-05,0.0830287,0.380344,0.123913
49,76.2543,15.4829,-0.175589,0.082802,0.380127,0.123298,0.001426,4.60446e-05,-3.44068e-05,0.636105,0.177968,0.000183198,0.0849462,0.380335,0.123797
50,76.2193,15.4743,-0.175309,0.0843681,0.379829,0.123376,0.00156609,-0.000298321,7.74935e-05,0.608665,0.171389,-0.00161476,0.0867621,0.380329,0.123693
51,76.1857,15.4662,-0.175115,0.087848,0.380575,0.123055,0.00347992,0.000746489,-0.00032068,0.548175,0.155388,0.00250946,0.0884816,0.380327,0.1236
52,76.1536,15.4553,-0.174047,0.0882194,0.380015,0.123233,0.000371352,-0.000560135,0.000178322,0.541488,0.155911,-0.00062343,0.0901101,0.380327,0.123517
53,76.1245,15.4519,-0.174243,0.0896114,0.38007,0.123207,0.00139201,5.53131e-05,-2.6755e-05,0.517226,0.147398,-0.000540954,0.0916522,0.380329,0.123442
54,76.096,15.4428,-0.173949,0.091141,0.380294,0.123111,0.00152963,0.000223756,-9.55537e-05,0.490612,0.139193,0.000580913,0.0931126,0.380332,0.123374
55,76.0687,15.4345,-0.173555,0.0922713,0.379929,0.123219,0.00113029,-0.000365019,0.000108458,0.470756,0.134566,-0.00158097,0.0944956,0.380337,0.123314
56,76.0427,15.4286,-0.173475,0.093572,0.380119,0.123148,0.00130069,0.000190318,-7.10562e-05,0.448137,0.12613,-0.000729758,0.0958054,0.380344,0.123259
57,76.0179,15.4192,-0.173142,0.0948877,0.380374,0.123045,0.00131571,0.000254363,-0.000103168,0.425266,0.118916,0.000585076,0.0970459,0.380351,0.123209
58,75.9943,15.4119,-0.172781,0.0974405,0.380186,0.123057,0.0025528,-0.000187904,1.16229e-05,0.380628,0.10938,-0.000522515,0.0982207,0.380358,0.123164
59,75.9718,15.4073,-0.172266,0.0978925,0.379841,0.123191,0.000452004,-0.000344604,0.000134066,0.372643,0.104687,-0.00274536,0.0993332,0.380367,0.123124
60,75.9517,15.4009,-0.172333,0.099059,0.380208,0.123073,0.00116655,0.000366449,-0.000117771,0.35244,0.0948654,-0.000999459,0.100387,0.380375,0.123087
61,75.9321,15.3913,-0.171954,0.100445,0.380564,0.12293,0.00138643,0.00035581,-0.000143223,0.328366,0.0877248,0.000930165,0.101385,0.380384,0.123053
62,75.9136,15.3858,-0.171523,0.101033,0.380426,0.122946,0.000587717,-0.000137746,1.61156e-05,0.318035,0.0884241,0.000328442,0.10233,0.380393,0.123022
63,75.8962,15.3837,-0.171474,0.10317,0.380498,0.12287,0.00213645,7.23302e-05,-7.57724e-05,0.28075,0.0809651,0.000776773,0.103225,0.380402,0.122994
64,75.8794,15.3802,-0.170953,0.104023,0.380711,0.122775,0.000853665,0.000213355,-9.57325e-05,0.265914,0.0779401,0.00202808,0.104073,0.380411,0.122968
65,75.8645,15.3773,-0.170702,0.104498,0.380193,0.122933,0.000475064,-0.000518709,0.000157997,0.257426,0.0785452,-0.000830428,0.104876,0.38042,0.122945
66,75.8504,15.3764,-0.170813,0.104753,0.380377,0.122885,0.00025475,0.000184327,-4.75496e-05,0.253066,0.0742034,4.09949e-06,0.105636,0.380429,0.122923
67,75.8368,15.3704,-0.170718,0.105378,0.380428,0.122868,0.000624456,5.07832e-05,-1.70246e-05,0.242196,0.0697787,0.000149819,0.106356,0.380437,0.122903
68,75.8235,15.3664,-0.170578,0.107183,0.380767,0.122708,0.00180526,0.000339568,-0.000159718,0.210788,0.0629608,0.00211573,0.107039,0.380446,0.122884
69,75.8107,15.3629,-0.170032,0.107925,0.380736,0.122686,0.000742488,-3.16799e-05,-2.23294e-05,0.197793,0.0626931,0.00210416,0.107685,0.380454,0.122867
70,75.7995,15.3628,-0.16989,0.107289,0.380165,0.1229,-0.000636712,-0.000570267,0.000213675,0.208716,0.0655687,-0.00118257,0.108296,0.380462,0.122852
71,75.789,15.3621,-0.170292,0.107033,0.379602,0.123137,-0.000255302,-0.000563115,0.000237927,0.21302,0.0620014,-0.00478292,0.108876,0.38047,0.122837
72,75.778,15.3558,-0.17059,0.108572,0.380079,0.122997,0.00153878,0.000476986,-0.000140764,0.186382,0.0472857,-0.00264118,0.109425,0.380477,0.122824
73,75.767,15.3446,-0.17005,0.110027,0.380327,0.122894,0.00145521,0.000247747,-0.000102364,0.161075,0.0393407,-0.00138053,0.109945,0.380484,0.122811
74,75.7572,15.3387,-0.169614,0.109957,0.379821,0.123086,-7.02888e-05,-0.000506073,0.000191212,0.162143,0.0382809,-0.00442379,0.110437,0.380491,0.1228
75,75.7487,15.3356,-0.169838,0.110763,0.380291,0.122944,0.00080616,0.000469863,-0.000141487,0.148273,0.0290412,-0.0021271,0.110903,0.380498,0.122789
76,75.7402,15.3278,-0.16948,0.112163,0.380616,0.122805,0.00139935,0.000325471,-0.000138737,0.123956,0.0227174,-0.000313408,0.111345,0.380504,0.122779
77,75.7324,15.325,-0.169026,0.112807,0.380652,0.122764,0.000644162,3.60608e-05,-4.10452e-05,0.112705,0.0223453,3.70288e-05,0.111764,0.38051,0.122769
78,75.7259,15.3254,-0.168868,0.114102,0.380997,0.122602,0.00129551,0.000344932,-0.000161916,0.090187,0.0190531,0.00215103,0.11216,0.380516,0.122761
79,75.7198,15.326,-0.168431,0.113106,0.380372,0.122813,-0.000995867,-0.000625134,0.000210971,0.107329,0.0275696,-0.00115088,0.112535,0.380522,0.122752
80,75.715,15.3297,-0.168929,0.113161,0.380561,0.122752,5.51268e-05,0.000189126,-6.08861e-05,0.106438,0.0262576,-0.000126554,0.11289,0.380527,0.122745
81,75.7093,15.3269,-0.16886,0.114585,0.380929,0.122587,0.00142406,0.000367522,-0.000165559,0.0816916,0.0214553,0.00204594,0.113227,0.380532,0.122738
82,75.7037,15.3261,-0.168381,0.115054,0.380608,0.122669,0.000468865,-0.000320733,8.23364e-05,0.0733723,0.0228302,0.000394143,0.113546,0.380537,0.122731
83,75.6993,15.3287,-0.168394,0.115951,0.380429,0.12271,0.000896357,-0.000178874,4.08888e-05,0.0576569,0.0199749,-0.000618184,0.113848,0.380542,0.122725
84,75.6953,15.328,-0.168244,0.116464,0.380272,0.122761,0.000513442,-0.000156909,5.06863e-05,0.0486456,0.0172156,-0.00159467,0.114134,0.380546,0.122719
85,75.6923,15.3255,-0.168179,0.116116,0.380135,0.122846,-0.000347972,-0.000137776,8.47951e-05,0.0547069,0.0144938,-0.00267967,0.114405,0.380551,0.122713
86,75.6897,15.3217,-0.168323,0.116024,0.380509,0.122736,-9.23797e-05,0.000374794,-0.000109293,0.056471,0.0116418,-0.000719354,0.114662,0.380555,0.122708
87,75.6868,15.3169,-0.168215,0.115815,0.380293,0.122821,-0.000208765,-0.000215948,8.44672e-05,0.060047,0.0120012,-0.002007,0.114905,0.380559,0.122703
88,75.6838,15.3161,-0.168354,0.115954,0.380332,0.122823,0.00013867,3.82066e-05,2.45124e-06,0.0576599,0.00875476,-0.00197727,0.115135,0.380562,0.122698
89,75.6806,15.3132,-0.168312,0.116446,0.380424,0.122792,0.00049191,9.2715e-05,-3.15011e-05,0.0491154,0.0051678,-0.00156236,0.115353,0.380566,0.122694
90,75.6776,15.3109,-0.16816,0.116753,0.380456,0.122771,0.000307076,3.18885e-05,-2.09957e-05,0.0437609,0.00444407,-0.00134796,0.115559,0.380569,0.12269
91,75.675,15.3097,-0.168076,0.11626,0.380379,0.122817,-0.000492357,-7.7188e-05,4.60669e-05,0.052341,0.00515793,-0.00187494,0.115755,0.380572,0.122686
92,75.6726,15.3088,-0.168234,0.114556,0.37981,0.123066,-0.00170469,-0.000568897,0.000249401,0.0819269,0.0101561,-0.00528017,0.11594,0.380575,0.122683
93,75.6699,15.3073,-0.168879,0.114687,0.380223,0.122952,0.000131696,0.000412792,-0.000113793,0.0798067,0.00447946,-0.00323962,0.116116,0.380578,0.122679
94,75.6656,15.3004,-0.1687,0.114659,0.380362,0.122919,-2.83718e-05,0.000139266,-3.32817e-05,0.0803665,0.00232972,-0.00258637,0.116282,0.380581,0.122676
95,75.6615,15.298,-0.168664,0.114335,0.380321,0.122942,-0.000324272,-4.14848e-05,2.29478e-05,0.086016,0.00338061,-0.00283801,0.116439,0.380583,0.122673
96,75.6573,15.2971,-0.16877,0.114048,0.380046,0.123055,-0.000286475,-0.000275195,0.000112794,0.0909354,0.00324256,-0.00452629,0.116588,0.380586,0.12267
97,75.6528,15.2958,-0.168951,0.11408,0.380009,0.123085,3.15085e-05,-3.67761e-05,3.02941e-05,0.090393,0.000568855,-0.00492093,0.116729,0.380588,0.122667
98,75.6481,15.2919,-0.168963,0.114707,0.380147,0.123047,0.00062681,0.000138104,-3.79533e-05,0.0795224,-0.00533289,-0.00436957,0.116863,0.38059,0.122665
99,75.6435,15.288,-0.168761,0.114992,0.380638,0.122871,0.000285685,0.000490695,-0.00017634,0.0747041,-0.00708823,-0.00155872,0.11699,0.380592,0.122662
100,75.6393,15.2856,-0.168515,0.115873,0.380664,0.122817,0.000880778,2.64645e-05,-5.35697e-05,0.0593053,-0.0067988,-0.00115634,0.11711,0.380594,0.12266
101,75.6354,15.2881,-0.168291,0.115464,0.380699,0.122801,-0.000409134,3.48985e-05,-1.64658e-05,0.0664466,-0.00342577,-0.000820941,0.117223,0.380596,0.122658
102,75.6323,15.2904,-0.16839,0.115576,0.381022,0.122669,0.000111975,0.000323415,-0.00013198,0.064584,-0.00180813,0.00120758,0.117331,0.380598,0.122656
103,75.6288,15.2928,-0.168252,0.115783,0.381184,0.122559,0.000207096,0.000162154,-0.000110343,0.0609682,0.00428982,0.00263612,0.117433,0.3806,0.122654
104,75.6253,15.298,-0.168151,0.116315,0.381117,0.12252,0.000532411,-6.77407e-05,-3.85344e-05,0.0515914,0.00961683,0.0027542,0.11753,0.380601,0.122652
105,75.622,15.304,-0.168054,0.116374,0.381101,0.122493,5.89192e-05,-1.57952e-05,-2.73958e-05,0.0505216,0.0139374,0.00298181,0.117621,0.380603,0.12265
106,75.6192,15.3088,-0.168056,0.116186,0.380899,0.122539,-0.000188231,-0.000201523,4.67896e-05,0.053708,0.01881,0.0021017,0.117708,0.380604,0.122649
107,75.6165,15.3129,-0.168188,0.116945,0.380535,0.122631,0.000758566,-0.000364333,9.13441e-05,0.0403152,0.0191388,0.000196864,0.11779,0.380605,0.122647
108,75.6137,15.3145,-0.168139,0.118467,0.381005,0.122438,0.00152278,0.000469685,-0.000192545,0.0138923,0.0123119,0.00284781,0.117867,0.380607,0.122646
109,75.6116,15.3125,-0.167587,0.118571,0.381064,0.122396,0.000103831,5.91278e-05,-4.19766e-05,0.0120782,0.0145915,0.00337985,0.117941,0.380608,0.122644
110,75.6108,15.3151,-0.167545,0.118625,0.381121,0.122358,5.37708e-05,5.6833e-05,-3.78788e-05,0.0111398,0.0167433,0.00387682,0.118011,0.380609,0.122643
111,75.6101,15.318,-0.167517,0.118695,0.381388,0.122251,7.02813e-05,0.000266939,-0.000107661,0.00998992,0.0180493,0.00554315,0.118077,0.38061,0.122642
112,75.6095,15.3212,-0.16741,0.118897,0.381313,0.122231,0.000201404,-7.50721e-05,-1.93641e-05,0.0064009,0.0232693,0.00552551,0.118139,0.380611,0.122641
113,75.6088,15.3265,-0.167395,0.11869,0.381016,0.122305,-0.000206687,-0.000296384,7.40439e-05,0.00986986,0.0292078,0.00416262,0.118198,0.380612,0.12264
114,75.6084,15.3305,-0.167564,0.118768,0.381046,0.122291,7.75233e-05,2.93553e-05,-1.4402e-05,0.00852348,0.0292419,0.0043561,0.118255,0.380613,0.122639
115,75.6078,15.3314,-0.16754,0.118778,0.380804,0.122369,1.09375e-05,-0.000241727,7.83801e-05,0.00824291,0.0302839,0.00302309,0.118308,0.380614,0.122638
116,75.6073,15.3324,-0.167633,0.118757,0.380738,0.122399,-2.15769e-05,-6.60717e-05,3.01525e-05,0.00860434,0.0294881,0.0025763,0.118358,0.380615,0.122637
117,75.6068,15.331,-0.167667,0.119497,0.380916,0.122334,0.000740267,0.000178605,-6.50287e-05,-0.0042452,0.0246179,0.00346582,0.118406,0.380616,0.122636
118,75.6064,15.3291,-0.167419,0.120432,0.381442,0.122124,0.000934429,0.000525504,-0.000210911,-0.0203888,0.0215955,0.00655799,0.118451,0.380616,0.122635
119,75.6066,15.3291,-0.166994,0.11966,0.380634,0.12239,-0.000771701,-0.000807405,0.00026612,-0.00722824,0.0299864,0.00224257,0.118494,0.380617,0.122634
120,75.6075,15.3341,-0.16749,0.120138,0.3811,0.12224,0.000478223,0.000465155,-0.000149578,-0.0153924,0.0243861,0.00468359,0.118534,0.380618,0.122633
121,75.6079,15.3309,-0.167202,0.120715,0.380753,0.12234,0.000576437,-0.000346363,0.000100404,-0.0255859,0.0237501,0.00276833,0.118572,0.380618,0.122633
122,75.6086,15.3325,-0.167185,0.120107,0.380246,0.122549,-0.00060802,-0.000506878,0.00020811,-0.0151234,0.0239901,-0.000326942,0.118609,0.380619,0.122632
123,75.6099,15.3307,-0.167524,0.119584,0.380326,0.122576,-0.000522517,7.9304e-05,2.74703e-05,-0.00592299,0.0195901,-0.000309823,0.118643,0.38062,0.122631
124,75.6108,15.3242,-0.167624,0.119847,0.380798,0.122436,0.000263363,0.000472248,-0.000140131,-0.0103249,0.0137456,0.00209977,0.118676,0.38062,0.122631
125,75.6111,15.3192,-0.167384,0.121163,0.381187,0.122268,0.00131601,0.000389129,-0.000167452,-0.0331736,0.00885325,0.00436384,0.118707,0.380621,0.12263
126,75.6116,15.3192,-0.16691,0.121007,0.38111,0.122278,-0.000156604,-7.7486e-05,9.33558e-06,-0.0304896,0.0125401,0.00413141,0.118736,0.380621,0.12263
127,75.6132,15.3228,-0.16698,0.120658,0.380596,0.122454,-0.000348367,-0.000513494,0.000176229,-0.0245953,0.0159053,0.0012847,0.118764,0.380622,0.122629
128,75.6147,15.3254,-0.167257,0.120846,0.380646,0.122445,0.000187822,4.97997e-05,-8.93325e-06,-0.0278436,0.0133579,0.00144414,0.11879,0.380622,0.122629
129,75.616,15.323,-0.167189,0.12127,0.380706,0.122431,0.000424258,5.96941e-05,-1.45286e-05,-0.0352137,0.0094905,0.00162934,0.118815,0.380623,0.122628
130,75.6174,15.3212,-0.167058,0.121245,0.380417,0.122542,-2.52724e-05,-0.000288695,0.000111565,-0.0348603,0.00842912,-0.000135174,0.118838,0.380623,0.122628
131,75.6192,15.3202,-0.167168,0.121531,0.380536,0.122525,0.000286162,0.000118643,-1.75238e-05,-0.0397823,0.00292801,0.000242868,0.118861,0.380623,0.122627
132,75.621,15.3167,-0.167047,0.1218,0.381064,0.122348,0.000268407,0.000528187,-0.000176616,-0.0442721,-0.000583594,0.00314418,0.118882,0.380624,0.122627
133,75.6231,15.3146,-0.166782,0.122393,0.380892,0.122382,0.000593536,-0.000171781,3.38331e-05,-0.05471,-0.000721146,0.00228651,0.118902,0.380624,0.122627
134,75.6253,15.3179,-0.166693,0.122405,0.380866,0.122379,1.15484e-05,-2.6226e-05,-2.74181e-06,-0.0549337,0.000930256,0.00225287,0.118921,0.380624,0.122626
135,75.628,15.3192,-0.166695,0.12246,0.381082,0.122305,5.54025e-05,0.000216275,-7.44909e-05,-0.0558241,0.000176095,0.00347498,0.118939,0.380625,0.122626
136,75.6308,15.3202,-0.166599,0.122369,0.380811,0.122387,-9.15304e-05,-0.00027135,8.2396e-05,-0.0543354,0.00285598,0.00205819,0.118955,0.380625,0.122626
137,75.6336,15.3232,-0.166719,0.122667,0.381185,0.122242,0.000298329,0.000374794,-0.000144616,-0.0594239,0.00238629,0.00428723,0.118972,0.380625,0.122625
138,75.6363,15.3234,-0.166503,0.122241,0.381197,0.122226,-0.000425935,1.14143e-05,-1.60113e-05,-0.0520065,0.00700691,0.00456934,0.118987,0.380625,0.122625
139,75.6393,15.3272,-0.166606,0.12135,0.380733,0.122395,-0.000891499,-0.000463367,0.000168465,-0.0366134,0.0126391,0.00203433,0.119001,0.380626,0.122625
140,75.6418,15.3308,-0.167001,0.121013,0.380308,0.122562,-0.000336289,-0.000425845,0.000167117,-0.0308754,0.0127526,-0.000527264,0.119015,0.380626,0.122625
141,75.6437,15.3297,-0.167239,0.120364,0.38006,0.122701,-0.00064981,-0.000247419,0.00013864,-0.0195711,0.00998529,-0.00233284,0.119028,0.380626,0.122624
142,75.6453,15.3247,-0.167489,0.120634,0.380467,0.122601,0.000270449,0.000406533,-9.93311e-05,-0.0240992,0.0016096,-0.000483072,0.11904,0.380626,0.122624
143,75.6463,15.3179,-0.167268,0.12094,0.380773,0.122504,0.000306189,0.000306636,-9.71109e-05,-0.0293214,-0.00223414,0.00111304,0.119052,0.380627,0.122624
144,75.6475,15.3156,-0.167075,0.120708,0.380831,0.12248,-0.000231676,5.78165e-05,-2.41697e-05,-0.0252663,-0.00014089,0.0015377,0.119063,0.380627,0.122624
145,75.649,15.3166,-0.167111,0.120783,0.380691,0.122521,7.47815e-05,-0.000140131,4.07919e-05,-0.0266276,0.00065941,0.000796492,0.119073,0.380627,0.122623
146,75.6502,15.318,-0.167143,0.120534,0.380741,0.122522,-0.000249207,4.95315e-05,8.34465e-07,-0.0222448,-0.00028198,0.000954479,0.119083,0.380627,0.122623
147,75.6515,15.3179,-0.167187,0.119706,0.380645,0.122576,-0.000827864,-9.57847e-05,5.46873e-05,-0.0078185,0.00244241,0.000374026,0.119092,0.380627,0.122623
148,75.6525,15.3184,-0.167431,0.119423,0.380334,0.122691,-0.000283271,-0.00031063,0.000114247,-0.00297959,0.00388001,-0.00140892,0.119101,0.380627,0.122623
149,75.6529,15.3179,-0.167616,0.119263,0.380385,0.122695,-0.000160135,5.06938e-05,4.00096e-06,-0.000145445,0.0018184,-0.00130012,0.11911,0.380627,0.122623
150,75.653,15.3146,-0.167636,0.118969,0.380387,0.122715,-0.000293992,2.44379e-06,2.06381e-05,0.0050058,0.000751918,-0.00143702,0.119118,0.380628,0.122623
151,75.653,15.312,-0.167709,0.11801,0.379712,0.122996,-0.000959076,-0.000675768,0.000280842,0.0215472,0.00160375,-0.0055646,0.119125,0.380628,0.122622
152,75.6527,15.3098,-0.168198,0.117462,0.379823,0.123022,-0.000548005,0.000111908,2.61068e-05,0.0312144,-0.00409096,-0.00545514,0.119132,0.380628,0.122622
153,75.6517,15.3013,-0.168292,0.117194,0.379885,0.123051,-0.000268087,6.19888e-05,2.85283e-05,0.0359668,-0.00950134,-0.00554428,0.119139,0.380628,0.122622
154,75.6501,15.2948,-0.168335,0.117986,0.380011,0.123028,0.000791878,0.000125855,-2.3149e-05,0.0222255,-0.0180238,-0.00520638,0.119145,0.380628,0.122622
155,75.6483,15.2894,-0.168086,0.118308,0.380748,0.122776,0.000322528,0.000736445,-0.000251047,0.0168619,-0.02188,-0.00110131,0.119151,0.380628,0.122622
156,75.6472,15.2858,-0.167733,0.119312,0.380936,0.122661,0.00100446,0.000188589,-0.00011576,-0.000643989,-0.0218084,0.000262854,0.119157,0.380628,0.122622
157,75.6462,15.2894,-0.167412,0.118435,0.380815,0.122688,-0.000877835,-0.000121057,2.74032e-05,0.0146044,-0.0135506,-8.78833e-05,0.119163,0.380628,0.122622
158,75.6461,15.2945,-0.16768,0.118419,0.380842,0.122653,-1.60187e-05,2.71201e-05,-3.47048e-05,0.0148646,-0.00986028,0.000326179,0.119168,0.380628,0.122622
159,75.6452,15.2979,-0.167678,0.117835,0.380402,0.122799,-0.00058344,-0.000440627,0.000146016,0.0248776,-0.00428415,-0.00200055,0.119173,0.380629,0.122622
160,75.6444,15.3012,-0.16799,0.118562,0.3803,0.122824,0.000727125,-0.000101477,2.44379e-05,0.0121515,-0.00757615,-0.00263627,0.119177,0.380629,0.122622
161,75.643,15.2999,-0.167844,0.119288,0.380797,0.122644,0.000726059,0.000496835,-0.000179745,-0.000344718,-0.0121693,0.00012429,0.119182,0.380629,0.122621
