Time,y1,y2,y3,u1,u2,u3,du3,theta
105,101.935,53.0326,-0.387261,0.27049,0.62082,0,0,-0.256665
106,101.976,53.0569,-0.389794,0.27049,0.62082,0,0,-0.249089
107,102.016,53.0811,-0.392324,0.27049,0.62082,0,0,-0.244088
108,102.056,53.1053,-0.394851,0.27049,0.62082,0,0,-0.241752
109,102.096,53.1294,-0.397375,0.27049,0.62082,0,0,-0.242134
110,102.136,53.1535,-0.399897,0.27049,0.62082,0,0,-0.24524
111,102.176,53.1775,-0.402415,0.27049,0.62082,0,0,-0.251034
112,102.216,53.2014,-0.404931,0.27049,0.62082,0,0,-0.259439
113,102.256,53.2254,-0.407443,0.27049,0.62082,0,0,-0.270333
114,102.296,53.2492,-0.409953,0.27049,0.62082,0,0,-0.283556
115,102.335,53.273,-0.412459,0.27049,0.62082,0,0,-0.298911
116,102.375,53.2968,-0.414963,0.27049,0.62082,0,0,-0.316166
117,102.414,53.3205,-0.417463,0.27049,0.62082,0,0,-0.335058
118,102.453,53.3441,-0.41996,0.27049,0.62082,0,0,-0.355297
119,102.493,53.3677,-0.422454,0.27049,0.62082,0,0,-0.376573
120,102.532,53.3913,-0.424945,0.27049,0.62082,0,0,-0.398557
121,102.571,53.4148,-0.427433,0.27049,0.62082,0,0,-0.420909
122,102.61,53.4382,-0.429917,0.27049,0.62082,0,0,-0.443281
123,102.649,53.4616,-0.432398,0.27049,0.62082,0,0,-0.465325
124,102.687,53.4849,-0.434877,0.27049,0.62082,0,0,-0.486698
125,102.726,53.5082,-0.437351,0.27049,0.62082,0,0,-0.507065
126,102.765,53.5315,-0.439822,0.27049,0.62082,0,0,-0.526109
127,102.803,53.5547,-0.44229,0.27049,0.62082,0,0,-0.543531
128,102.842,53.5778,-0.444755,0.27049,0.62082,0,0,-0.559057
129,102.88,53.6009,-0.447216,0.27049,0.62082,0,0,-0.572445
130,102.918,53.6239,-0.449674,0.27049,0.62082,0,0,-0.583483
131,102.956,53.6469,-0.452128,0.27049,0.62082,0,0,-0.591999
132,102.995,53.6698,-0.454579,0.27049,0.62082,0,0,-0.597858
133,103.033,53.6927,-0.457026,0.27049,0.62082,0,0,-0.600968
134,103.071,53.7156,-0.45947,0.27049,0.62082,0,0,-0.60128
135,103.108,53.7383,-0.461911,0.27049,0.62082,0,0,-0.598789
136,103.146,53.7611,-0.464347,0.27049,0.62082,0,0,-0.593534
137,103.184,53.7838,-0.46678,0.27049,0.62082,0,0,-0.585598
138,103.221,53.8064,-0.469209,0.27049,0.62082,0,0,-0.575107
139,103.259,53.829,-0.471635,0.27049,0.62082,0,0,-0.562225
140,103.296,53.8515,-0.474057,0.27049,0.62082,0,0,-0.547157
141,103.334,53.874,-0.476476,0.27049,0.62082,0,0,-0.530142
142,103.371,53.8964,-0.47889,0.27049,0.62082,0,0,-0.511446
143,103.408,53.9188,-0.481301,0.27049,0.62082,0,0,-0.491368
144,103.445,53.9411,-0.483708,0.27049,0.62082,0,0,-0.470224
145,103.482,53.9634,-0.486111,0.27049,0.62082,0,0,-0.448348
146,103.519,53.9857,-0.488511,0.27049,0.62082,0,0,-0.426088
147,103.556,54.0079,-0.490906,0.27049,0.62082,0,0,-0.403796
148,103.593,54.03,-0.493297,0.27049,0.62082,0,0,-0.381825
149,103.629,54.0521,-0.495685,0.27049,0.62082,0,0,-0.360524
150,103.666,54.0741,-0.498068,0.27049,0.62082,0,0,-0.340229
151,103.702,54.0961,-0.500448,0.27049,0.62082,0,0,-0.321262
152,103.739,54.1181,-0.502823,0.27049,0.62082,0,0,-0.303926
153,103.775,54.14,-0.505195,0.27049,0.62082,0,0,-0.288494
154,103.812,54.1618,-0.507562,0.27049,0.62082,0,0,-0.275212
155,103.848,54.1836,-0.509925,0.27049,0.62082,0,0,-0.264291
156,103.884,54.2054,-0.512284,0.27049,0.62082,0,0,-0.255905
157,103.92,54.2271,-0.514639,0.27049,0.62082,0,0,-0.250187
158,103.956,54.2487,-0.51699,0.27049,0.62082,0,0,-0.24723
159,103.992,54.2704,-0.519336,0.27049,0.62082,0,0,-0.24708
160,104.027,54.2919,-0.521678,0.27049,0.62082,0,0,-0.249741
161,104.063,54.3134,-0.524016,0.27049,0.62082,0,0,-0.255173
162,104.099,54.3349,-0.526349,0.27049,0.62082,0,0,-0.263291
163,104.134,54.3563,-0.528679,0.27049,0.62082,0,0,-0.273967
164,104.17,54.3777,-0.531003,0.27049,0.62082,0,0,-0.287034
165,104.205,54.399,-0.533323,0.27049,0.62082,0,0,-0.302287
166,104.24,54.4203,-0.535639,0.27049,0.62082,0,0,-0.319485
167,104.276,54.4415,-0.53795,0.27049,0.62082,0,0,-0.338358
168,104.311,54.4627,-0.540257,0.27049,0.62082,0,0,-0.35861
169,104.346,54.4839,-0.542559,0.27049,0.62082,0,0,-0.379922
170,104.381,54.505,-0.544857,0.27049,0.62082,0,0,-0.401958
171,104.416,54.526,-0.547149,0.27049,0.62082,0,0,-0.424373
172,104.45,54.547,-0.549438,0.27049,0.62082,0,0,-0.446813
173,104.485,54.568,-0.551721,0.27049,0.62082,0,0,-0.468927
174,104.52,54.5889,-0.554,0.27049,0.62082,0,0,-0.490368
175,104.554,54.6097,-0.556274,0.27049,0.62082,0,0,-0.510798
176,104.589,54.6306,-0.558543,0.27049,0.62082,0,0,-0.529899
177,104.623,54.6513,-0.560807,0.27049,0.62082,0,0,-0.547371
178,104.658,54.6721,-0.563067,0.27049,0.62082,0,0,-0.562941
179,104.692,54.6927,-0.565322,0.27049,0.62082,0,0,-0.576367
180,104.726,54.7134,-0.567571,0.27049,0.62082,0,0,-0.58744
181,104.76,54.7339,-0.569816,0.27049,0.62082,0,0,-0.595988
182,104.794,54.7545,-0.572055,0.27049,0.62082,0,0,-0.601881
183,104.828,54.775,-0.57429,0.27049,0.62082,0,0,-0.605029
184,104.862,54.7954,-0.57652,0.27049,0.62082,0,0,-0.605386
185,104.896,54.8158,-0.578744,0.27049,0.62082,0,0,-0.60295
186,104.93,54.8362,-0.580963,0.27049,0.62082,0,0,-0.597763
187,104.964,54.8565,-0.583177,0.27049,0.62082,0,0,-0.589912
188,104.997,54.8768,-0.585386,0.27049,0.62082,0,0,-0.579524
189,105.031,54.897,-0.587589,0.27049,0.62082,0,0,-0.566765
190,105.064,54.9172,-0.589787,0.27049,0.62082,0,0,-0.551842
191,105.097,54.9373,-0.59198,0.27049,0.62082,0,0,-0.534991
192,105.131,54.9574,-0.594168,0.27049,0.62082,0,0,-0.516482
193,105.164,54.9775,-0.59635,0.27049,0.62082,0,0,-0.496609
194,105.197,54.9975,-0.598526,0.27049,0.62082,0,0,-0.475687
195,105.23,55.0174,-0.600697,0.27049,0.62082,0,0,-0.454047
196,105.263,55.0374,-0.602863,0.27049,0.62082,0,0,-0.432033
197,105.296,55.0572,-0.605023,0.27049,0.62082,0,0,-0.409991
198,105.329,55.0771,-0.607177,0.27049,0.62082,0,0,-0.388269
199,105.362,55.0968,-0.609325,0.27049,0.62082,0,0,-0.367208
200,105.394,55.1166,-0.611468,0.27049,0.62082,0,0,-0.34714
201,105.427,55.1363,-0.613606,0.27049,0.62082,0,0,-0.328379
202,105.46,55.1559,-0.615737,0.27049,0.62082,0,0,-0.311218
203,105.492,55.1755,-0.617863,0.27049,0.62082,0,0,-0.295924
204,105.524,55.1951,-0.619982,0.27049,0.62082,0,0,-0.282736
205,105.557,55.2146,-0.622096,0.27049,0.62082,0,0,-0.271856
206,105.589,55.2341,-0.624204,0.27049,0.62082,0,0,-0.263453
207,105.621,55.2536,-0.626306,0.27049,0.62082,0,0,-0.257652
208,105.653,55.2729,-0.628402,0.27049,0.62082,0,0,-0.254542
209,105.685,55.2923,-0.630492,0.27049,0.62082,0,0,-0.254164
210,105.717,55.3116,-0.632575,0.27049,0.62082,0,0,-0.256521
211,105.749,55.3309,-0.634653,0.27049,0.62082,0,0,-0.261568
212,105.781,55.3501,-0.636724,0.27049,0.62082,0,0,-0.26922
213,105.813,55.3693,-0.638789,0.27049,0.62082,0,0,-0.279352
214,105.845,55.3884,-0.640848,0.27049,0.62082,0,0,-0.291799
215,105.876,55.4075,-0.6429,0.27049,0.62082,0,0,-0.30636
216,105.908,55.4266,-0.644946,0.27049,0.62082,0,0,-0.3228
217,105.939,55.4456,-0.646986,0.27049,0.62082,0,0,-0.340857
218,105.971,55.4646,-0.649019,0.27049,0.62082,0,0,-0.360242
219,106.002,55.4835,-0.651046,0.27049,0.62082,0,0,-0.380648
220,106.033,55.5024,-0.653066,0.27049,0.62082,0,0,-0.401751
221,106.064,55.5212,-0.655079,0.27049,0.62082,0,0,-0.423218
222,106.095,55.54,-0.657086,0.27049,0.62082,0,0,-0.44471
223,106.126,55.5588,-0.659086,0.27049,0.62082,0,0,-0.465889
224,106.157,55.5775,-0.66108,0.27049,0.62082,0,0,-0.486422
225,106.188,55.5962,-0.663066,0.27049,0.62082,0,0,-0.50599
226,106.219,55.6148,-0.665046,0.27049,0.62082,0,0,-0.524287
227,106.25,55.6334,-0.667019,0.27049,0.62082,0,0,-0.541028
228,106.281,55.652,-0.668985,0.27049,0.62082,0,0,-0.555956
229,106.311,55.6705,-0.670944,0.27049,0.62082,0,0,-0.568841
230,106.342,55.6889,-0.672896,0.27049,0.62082,0,0,-0.579486
231,106.372,55.7074,-0.67484,0.27049,0.62082,0,0,-0.587732
232,106.403,55.7258,-0.676778,0.27049,0.62082,0,0,-0.593456
233,106.433,55.7441,-0.678709,0.27049,0.62082,0,0,-0.596576
234,106.463,55.7624,-0.680632,0.27049,0.62082,0,0,-0.597051
235,106.494,55.7807,-0.682548,0.27049,0.62082,0,0,-0.594883
236,106.524,55.7989,-0.684456,0.27049,0.62082,0,0,-0.590115
237,106.554,55.8171,-0.686357,0.27049,0.62082,0,0,-0.58283
238,106.584,55.8352,-0.688251,0.27049,0.62082,0,0,-0.573151
239,106.614,55.8534,-0.690138,0.27049,0.62082,0,0,-0.56124
240,106.644,55.8714,-0.692016,0.27049,0.62082,0,0,-0.54729
241,106.673,55.8894,-0.693887,0.27049,0.62082,0,0,-0.53153
242,106.703,55.9074,-0.695751,0.27049,0.62082,0,0,-0.514212
243,106.733,55.9254,-0.697607,0.27049,0.62082,0,0,-0.495616
244,106.762,55.9433,-0.699454,0.27049,0.62082,0,0,-0.476038
245,106.792,55.9612,-0.701295,0.27049,0.62082,0,0,-0.45579
246,106.821,55.979,-0.703127,0.27049,0.62082,0,0,-0.435193
247,106.851,55.9968,-0.704951,0.27049,0.62082,0,0,-0.414572
248,106.88,56.0145,-0.706767,0.27049,0.62082,0,0,-0.394252
249,106.91,56.0322,-0.708575,0.27049,0.62082,0,0,-0.374551
250,106.939,56.0499,-0.710376,0.27049,0.62082,0,0,-0.355775
251,106.968,56.0675,-0.712168,0.27049,0.62082,0,0,-0.338218
252,106.997,56.0851,-0.713952,0.27049,0.62082,0,0,-0.32215
253,107.026,56.1027,-0.715727,0.27049,0.62082,0,0,-0.307817
254,107.055,56.1202,-0.717494,0.27049,0.62082,0,0,-0.295438
255,107.084,56.1377,-0.719253,0.27049,0.62082,0,0,-0.285199
256,107.113,56.1551,-0.721003,0.27049,0.62082,0,0,-0.277252
257,107.141,56.1725,-0.722745,0.27049,0.62082,0,0,-0.271712
258,107.17,56.1898,-0.724478,0.27049,0.62082,0,0,-0.268656
259,107.199,56.2072,-0.726202,0.27049,0.62082,0,0,-0.26812
260,107.227,56.2244,-0.727918,0.27049,0.62082,0,0,-0.270102
261,107.256,56.2417,-0.729625,0.27049,0.62082,0,0,-0.27456
262,107.284,56.2589,-0.731323,0.27049,0.62082,0,0,-0.281411
263,107.313,56.2761,-0.733013,0.27049,0.62082,0,0,-0.290538
264,107.341,56.2932,-0.734693,0.27049,0.62082,0,0,-0.301786
265,107.369,56.3103,-0.736365,0.27049,0.62082,0,0,-0.314969
266,107.397,56.3273,-0.738027,0.27049,0.62082,0,0,-0.329869
267,107.425,56.3443,-0.73968,0.27049,0.62082,0,0,-0.346245
268,107.453,56.3613,-0.741324,0.27049,0.62082,0,0,-0.363831
269,107.481,56.3783,-0.742958,0.27049,0.62082,0,0,-0.382346
270,107.509,56.3952,-0.744583,0.27049,0.62082,0,0,-0.401495
271,107.537,56.412,-0.746199,0.27049,0.62082,0,0,-0.420972
272,107.565,56.4289,-0.747806,0.27049,0.62082,0,0,-0.440471
273,107.593,56.4456,-0.749402,0.27049,0.62082,0,0,-0.459684
274,107.62,56.4624,-0.75099,0.27049,0.62082,0,0,-0.478313
275,107.648,56.4791,-0.752567,0.27049,0.62082,0,0,-0.496067
276,107.676,56.4958,-0.754134,0.27049,0.62082,0,0,-0.512672
277,107.703,56.5124,-0.755692,0.27049,0.62082,0,0,-0.527874
278,107.73,56.529,-0.75724,0.27049,0.62082,0,0,-0.541442
279,107.758,56.5456,-0.758778,0.27049,0.62082,0,0,-0.553172
280,107.785,56.5621,-0.760306,0.27049,0.62082,0,0,-0.562891
281,107.812,56.5786,-0.761824,0.27049,0.62082,0,0,-0.570457
282,107.839,56.5951,-0.763331,0.27049,0.62082,0,0,-0.575764
283,107.867,56.6115,-0.764829,0.27049,0.62082,0,0,-0.578743
284,107.894,56.6279,-0.766315,0.27049,0.62082,0,0,-0.579361
285,107.921,56.6442,-0.767792,0.27049,0.62082,0,0,-0.577621
286,107.948,56.6605,-0.769258,0.27049,0.62082,0,0,-0.573567
287,107.974,56.6768,-0.770713,0.27049,0.62082,0,0,-0.567276
288,108.001,56.6931,-0.772158,0.27049,0.62082,0,0,-0.558861
289,108.028,56.7093,-0.773592,0.27049,0.62082,0,0,-0.548467
290,108.055,56.7254,-0.775015,0.27049,0.62082,0,0,-0.536271
291,108.081,56.7415,-0.776428,0.27049,0.62082,0,0,-0.522476
292,108.108,56.7576,-0.777829,0.27049,0.62082,0,0,-0.507308
293,108.134,56.7737,-0.779219,0.27049,0.62082,0,0,-0.491016
294,108.161,56.7897,-0.780599,0.27049,0.62082,0,0,-0.473861
295,108.187,56.8057,-0.781966,0.27049,0.62082,0,0,-0.456121
296,108.214,56.8217,-0.783323,0.27049,0.62082,0,0,-0.438076
297,108.24,56.8376,-0.784668,0.27049,0.62082,0,0,-0.420012
298,108.266,56.8535,-0.786002,0.27049,0.62082,0,0,-0.402213
299,108.292,56.8693,-0.787324,0.27049,0.62082,0,0,-0.384956
300,108.318,56.8851,-0.788634,0.27049,0.62082,0,0,-0.368508
301,108.344,56.9009,-0.789933,0.27049,0.62082,0,0,-0.353121
302,108.37,56.9166,-0.79122,0.27049,0.62082,0,0,-0.339029
303,108.396,56.9323,-0.792495,0.27049,0.62082,0,0,-0.326442
304,108.422,56.948,-0.793758,0.27049,0.62082,0,0,-0.315548
305,108.448,56.9636,-0.795009,0.27049,0.62082,0,0,-0.306503
306,108.474,56.9792,-0.796248,0.27049,0.62082,0,0,-0.299435
307,108.499,56.9948,-0.797475,0.27049,0.62082,0,0,-0.29444
308,108.525,57.0103,-0.798689,0.27049,0.62082,0,0,-0.291578
309,108.55,57.0258,-0.799891,0.27049,0.62082,0,0,-0.290879
310,108.576,57.0413,-0.80108,0.27049,0.62082,0,0,-0.292334
311,108.601,57.0567,-0.802256,0.27049,0.62082,0,0,-0.295904
312,108.627,57.0721,-0.80342,0.27049,0.62082,0,0,-0.301514
313,108.652,57.0875,-0.804571,0.27049,0.62082,0,0,-0.30906
314,108.677,57.1028,-0.805709,0.27049,0.62082,0,0,-0.318405
315,108.703,57.1181,-0.806834,0.27049,0.62082,0,0,-0.329389
316,108.728,57.1333,-0.807946,0.27049,0.62082,0,0,-0.341825
317,108.753,57.1485,-0.809045,0.27049,0.62082,0,0,-0.355504
318,108.778,57.1637,-0.81013,0.27049,0.62082,0,0,-0.370201
319,108.803,57.1789,-0.811202,0.27049,0.62082,0,0,-0.385677
320,108.828,57.194,-0.81226,0.27049,0.62082,0,0,-0.401681
321,108.853,57.2091,-0.813305,0.27049,0.62082,0,0,-0.417959
322,108.878,57.2241,-0.814335,0.27049,0.62082,0,0,-0.434252
323,108.902,57.2392,-0.815353,0.27049,0.62082,0,0,-0.450305
324,108.927,57.2542,-0.816356,0.27049,0.62082,0,0,-0.465869
325,108.952,57.2691,-0.817345,0.27049,0.62082,0,0,-0.480705
326,108.976,57.284,-0.818319,0.27049,0.62082,0,0,-0.494588
327,109.001,57.2989,-0.81928,0.27049,0.62082,0,0,-0.507311
328,109.025,57.3138,-0.820226,0.27049,0.62082,0,0,-0.518686
329,109.05,57.3286,-0.821158,0.27049,0.62082,0,0,-0.528549
330,109.074,57.3434,-0.822075,0.27049,0.62082,0,0,-0.536762
331,109.098,57.3581,-0.822977,0.27049,0.62082,0,0,-0.543214
332,109.123,57.3728,-0.823865,0.27049,0.62082,0,0,-0.547824
333,109.147,57.3875,-0.824737,0.27049,0.62082,0,0,-0.550538
334,109.171,57.4022,-0.825594,0.27049,0.62082,0,0,-0.551337
335,109.195,57.4168,-0.826436,0.27049,0.62082,0,0,-0.550229
336,109.219,57.4314,-0.827263,0.27049,0.62082,0,0,-0.547253
337,109.243,57.4459,-0.828075,0.27049,0.62082,0,0,-0.542479
338,109.267,57.4605,-0.828871,0.27049,0.62082,0,0,-0.536001
339,109.291,57.475,-0.829651,0.27049,0.62082,0,0,-0.527941
340,109.315,57.4894,-0.830415,0.27049,0.62082,0,0,-0.518445
341,109.339,57.5038,-0.831163,0.27049,0.62082,0,0,-0.507679
342,109.362,57.5182,-0.831895,0.27049,0.62082,0,0,-0.495828
343,109.386,57.5326,-0.832612,0.27049,0.62082,0,0,-0.483089
344,109.41,57.5469,-0.833311,0.27049,0.62082,0,0,-0.469674
345,109.433,57.5612,-0.833995,0.27049,0.62082,0,0,-0.455801
346,109.457,57.5755,-0.834661,0.27049,0.62082,0,0,-0.441692
347,109.48,57.5897,-0.835311,0.27049,0.62082,0,0,-0.427573
348,109.504,57.6039,-0.835944,0.27049,0.62082,0,0,-0.413663
349,109.527,57.6181,-0.83656,0.27049,0.62082,0,0,-0.400176
350,109.55,57.6322,-0.83716,0.27049,0.62082,0,0,-0.387318
351,109.574,57.6464,-0.837741,0.27049,0.62082,0,0,-0.37528
352,109.597,57.6604,-0.838306,0.27049,0.62082,0,0,-0.364238
353,109.62,57.6745,-0.838852,0.27049,0.62082,0,0,-0.354351
354,109.643,57.6885,-0.839382,0.27049,0.62082,0,0,-0.345754
355,109.666,57.7025,-0.839893,0.27049,0.62082,0,0,-0.338564
356,109.689,57.7164,-0.840386,0.27049,0.62082,0,0,-0.33287
357,109.712,57.7303,-0.840861,0.27049,0.62082,0,0,-0.328738
358,109.735,57.7442,-0.841318,0.27049,0.62082,0,0,-0.326207
359,109.758,57.7581,-0.841757,0.27049,0.62082,0,0,-0.325292
360,109.78,57.7719,-0.842177,0.27049,0.62082,0,0,-0.325979
361,109.803,57.7857,-0.842578,0.27049,0.62082,0,0,-0.328232
362,109.826,57.7995,-0.84296,0.27049,0.62082,0,0,-0.331989
363,109.849,57.8132,-0.843323,0.27049,0.62082,0,0,-0.337165
364,109.871,57.8269,-0.843667,0.27049,0.62082,0,0,-0.343656
365,109.894,57.8406,-0.843992,0.27049,0.62082,0,0,-0.351336
366,109.916,57.8542,-0.844297,0.27049,0.62082,0,0,-0.360064
367,109.938,57.8678,-0.844582,0.27049,0.62082,0,0,-0.369685
368,109.961,57.8814,-0.844848,0.27049,0.62082,0,0,-0.380032
369,109.983,57.895,-0.845094,0.27049,0.62082,0,0,-0.390931
370,110.005,57.9085,-0.845319,0.27049,0.62082,0,0,-0.402202
371,110.028,57.922,-0.845524,0.27049,0.62082,0,0,-0.413661
372,110.05,57.9354,-0.845708,0.27049,0.62082,0,0,-0.425126
373,110.072,57.9489,-0.845872,0.27049,0.62082,0,0,-0.436419
374,110.094,57.9623,-0.846015,0.27049,0.62082,0,0,-0.447369
