Time,dx1,dx2,dx3,u1,u2,u3
239,-1.44132e-12,-5.63769e-13,8.84764e-08,0.27049,0.62082,0.33979
240,-1.11396e-12,-6.26533e-13,6.81749e-08,0.27049,0.62082,0.33979
241,-8.18766e-13,-6.70866e-13,4.98774e-08,0.27049,0.62082,0.33979
242,-5.55023e-13,-7.00492e-13,3.35471e-08,0.27049,0.62082,0.33979
243,-3.21994e-13,-7.14532e-13,1.91254e-08,0.27049,0.62082,0.33979
244,-1.18311e-13,-7.17735e-13,6.53528e-09,0.27049,0.62082,0.33979
245,5.73482e-14,-7.10109e-13,-4.31429e-09,0.27049,0.62082,0.33979
246,2.06652e-13,-6.92978e-13,-1.35254e-08,0.27049,0.62082,0.33979
247,3.31359e-13,-6.7023e-13,-2.12083e-08,0.27049,0.62082,0.33979
248,4.33296e-13,-6.39676e-13,-2.74781e-08,0.27049,0.62082,0.33979
249,5.14406e-13,-6.0622e-13,-3.24532e-08,0.27049,0.62082,0.33979
250,5.76533e-13,-5.68576e-13,-3.62526e-08,0.27049,0.62082,0.33979
251,6.21585e-13,-5.28274e-13,-3.89945e-08,0.27049,0.62082,0.33979
252,6.51449e-13,-4.86577e-13,-4.07945e-08,0.27049,0.62082,0.33979
253,6.679e-13,-4.44512e-13,-4.17646e-08,0.27049,0.62082,0.33979
254,6.72599e-13,-4.01505e-13,-4.20119e-08,0.27049,0.62082,0.33979
255,6.67323e-13,-3.59731e-13,-4.16383e-08,0.27049,0.62082,0.33979
256,6.53486e-13,-3.19652e-13,-4.07392e-08,0.27049,0.62082,0.33979
257,6.32554e-13,-2.80202e-13,-3.94035e-08,0.27049,0.62082,0.33979
258,6.0591e-13,-2.43128e-13,-3.77135e-08,0.27049,0.62082,0.33979
259,5.74625e-13,-2.07131e-13,-3.57442e-08,0.27049,0.62082,0.33979
260,5.3995e-13,-1.73771e-13,-3.35635e-08,0.27049,0.62082,0.33979
261,5.0276e-13,-1.42981e-13,-3.12328e-08,0.27049,0.62082,0.33979
262,4.63993e-13,-1.14653e-13,-2.88062e-08,0.27049,0.62082,0.33979
263,4.24428e-13,-9.00268e-14,-2.63314e-08,0.27049,0.62082,0.33979
264,3.84698e-13,-6.59884e-14,-2.385e-08,0.27049,0.62082,0.33979
265,3.45389e-13,-4.528e-14,-2.13975e-08,0.27049,0.62082,0.33979
266,3.06991e-13,-2.75441e-14,-1.90037e-08,0.27049,0.62082,0.33979
267,2.69892e-13,-1.10343e-14,-1.66936e-08,0.27049,0.62082,0.33979
268,2.34408e-13,3.05208e-15,-1.44871e-08,0.27049,0.62082,0.33979
269,2.00842e-13,1.50517e-14,-1.23998e-08,0.27049,0.62082,0.33979
270,1.69358e-13,2.52855e-14,-1.04435e-08,0.27049,0.62082,0.33979
271,1.40143e-13,3.26556e-14,-8.62636e-09,0.27049,0.62082,0.33979
272,1.13191e-13,3.89771e-14,-6.95344e-09,0.27049,0.62082,0.33979
